Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	I_FC_08	I_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
ABCB1	NA	NA	0.184582649626207	6.48338673053896	0.222427615164942	0.827329967833991	0.999381634987826	-4.86932331951412	0.391350871045613	5.1670122520541	0.625779196652006	0.538844623059787	0.999904720550955	-4.64269426180375	NA	NA	NA	NA	NA	NA	NA	NA
ABCB10	NA	NA	-0.0801535697464192	4.62895854648898	-0.124741241716027	0.902577354410167	0.999381634987826	-4.80683758789997	-0.180681838303869	5.31411535188369	-0.831496323622938	0.415937891899523	0.999904720550955	-4.62167009868262	NA	NA	NA	NA	NA	NA	NA	NA
ABCB11	NA	NA	-0.146404989386867	8.50351246879954	-0.267390676289864	0.793233131162626	0.999381634987826	-4.87327330657075	-0.00981730445472655	8.32387198543597	-0.0385701742900916	0.969632203021084	0.999904720550955	-4.65625292808448	NA	NA	NA	NA	NA	NA	NA	NA
ABCB6	NA	NA	-0.0136351333338844	4.78647177132883	-0.0251500749138746	0.980305344373674	0.999381634987826	-4.82037283764517	-0.0545470697161836	4.91112218686354	-0.183655061112419	0.856214050940371	0.999904720550955	-4.66790588999632	NA	NA	NA	NA	NA	NA	NA	NA
ABCB7	NA	NA	0.0452619183763555	5.77457697413341	0.129405616469477	0.898955875799755	0.999381634987826	-4.86223300358085	0.1890364321708	5.19854308172972	1.1128100578591	0.279559728253963	0.999904720550955	-4.58444488338372	NA	NA	NA	NA	NA	NA	NA	NA
ABCC10	NA	NA	-1.3187333104787	0.383699867899082	-0.876000094407028	0.396437031398178	0.999381634987826	-4.60362805429366	-0.690958999638826	1.64324930051338	-2.06510820908519	0.0527142681867128	0.999904720550955	-4.5166072305791	NA	NA	NA	NA	NA	NA	NA	NA
ABCC2	NA	NA	-0.473225102761429	8.8698352578569	-1.08360907861769	0.297620430413326	0.999381634987826	-4.62626439813648	0.206690535576284	7.75995387608865	0.983080914582264	0.337821632888667	0.999904720550955	-4.60092193269421	NA	NA	NA	NA	NA	NA	NA	NA
ABCC3	NA	NA	1.71199991008199	3.38424467497379	1.54782261155156	0.144914079102864	0.999381634987826	-4.50033964094996	-0.0750314272911846	3.39552025981633	-0.222490500474227	0.826287012407303	0.999904720550955	-4.64981618190094	NA	NA	NA	NA	NA	NA	NA	NA
ABCC4	NA	NA	-1.06372307025708	-0.369455245130348	-0.632006972524701	0.537999236216438	0.999381634987826	-4.6118682344904	-0.639048689615004	0.729929629670368	-1.16012559024642	0.26025257960051	0.999904720550955	-4.58900895356183	NA	NA	NA	NA	NA	NA	NA	NA
ABCC5	NA	NA	0.586795081326604	8.56694293500102	0.782206833456113	0.447673426796956	0.999381634987826	-4.74839528999269	-0.691986968776099	7.81882227199321	-1.36518659372451	0.188013630386586	0.999904720550955	-4.55091568172259	NA	NA	NA	NA	NA	NA	NA	NA
ABCC6	NA	NA	1.10435315544672	6.88882674037507	2.28755913911111	0.0389788565055379	0.999381634987826	-3.93244138269336	0.22836844537228	7.00085780853832	0.69317624044568	0.496517914289097	0.999904720550955	-4.63283055360278	NA	NA	NA	NA	NA	NA	NA	NA
ABCC8	NA	NA	1.97039169316218	2.67807694962571	1.49896621208905	0.157030705333871	0.999381634987826	-4.5249488607771	0.442318600589045	3.11867695518159	0.953164752528303	0.352379819743123	0.999904720550955	-4.60212808509238	NA	NA	NA	NA	NA	NA	NA	NA
ABCC9	NA	NA	1.99522845772648	1.14898113342793	1.42960472245685	0.175692502526944	0.999381634987826	-4.55935360657378	-0.0832283334103376	1.48930832369021	-0.177547746245527	0.860942062761358	0.999904720550955	-4.62305669488329	NA	NA	NA	NA	NA	NA	NA	NA
ABCD1	NA	NA	1.19062714589201	5.89100172932867	2.85222621135572	0.0132419343715225	0.999381634987826	-3.62911692657492	0.589697313165434	5.44087809995322	2.21538723142576	0.0390402591136603	0.999904720550955	-4.3758835843124	NA	NA	NA	NA	NA	NA	NA	NA
ABCD2	NA	NA	-1.25834762645918	-1.10922783989035	-0.573291889424811	0.575926935109957	0.999381634987826	-4.61082855344765	-0.544778099329765	-1.03306658363498	-0.508120293116985	0.617170101605443	0.999904720550955	-4.60040791126736	NA	NA	NA	NA	NA	NA	NA	NA
ABCD3	NA	NA	-0.0920777024483192	6.62649749125294	-0.190095733744645	0.852079055246208	0.999381634987826	-4.87686765747109	0.014442400515455	6.77892649240882	0.054409172717135	0.95717260201343	0.999904720550955	-4.66629208299664	NA	NA	NA	NA	NA	NA	NA	NA
ABCD4	NA	NA	-0.00452977200221569	4.04278767014231	-0.00768833687961696	0.993978757651323	0.999381634987826	-4.77316245621006	-0.060146397118976	4.42635102235268	-0.197149641707702	0.845787139480898	0.999904720550955	-4.66389031760184	NA	NA	NA	NA	NA	NA	NA	NA
ABCE1	NA	NA	-0.32566284392401	6.71351746187624	-0.681354526704452	0.507233514154627	0.999381634987826	-4.77943842578083	-0.107077769835257	6.37540672614887	-0.434287065840691	0.668932139632274	0.999904720550955	-4.65520943952215	NA	NA	NA	NA	NA	NA	NA	NA
ABCF2	NA	NA	0.00112226470392761	4.19570523055402	0.00114545442323009	0.999102910007777	0.999854658311383	-4.7771177518816	-0.512420269190351	4.53427129261959	-1.41672956540809	0.172619414962437	0.999904720550955	-4.53790603467122	NA	NA	NA	NA	NA	NA	NA	NA
ABCF3	NA	NA	0.272927694980077	3.31181691193744	0.488606324469854	0.633006725743014	0.999381634987826	-4.69021229427561	0.00852817481084389	3.13537987691431	0.0284882132064431	0.977567463782645	0.999904720550955	-4.64749523290092	NA	NA	NA	NA	NA	NA	NA	NA
ABCG1	NA	NA	NA	NA	NA	NA	NA	NA	-0.115544819946525	-2.02501659092865	-0.0871936482864308	0.931422575723375	0.999904720550955	-4.59921237053832	NA	NA	NA	NA	NA	NA	NA	NA
ABHD1	NA	NA	0.612569947440127	3.47964025480079	0.85754251149302	0.406197414102271	0.999381634987826	-4.64107152234381	-0.101946993140087	3.62453290557521	-0.352724660568971	0.728146098885081	0.999904720550955	-4.64878559420148	NA	NA	NA	NA	NA	NA	NA	NA
ABHD10	NA	NA	-1.51258319967046	1.64941413999155	-0.957707978408354	0.355143987478194	0.999381634987826	-4.60158115219997	-0.594570785924356	3.17675083209135	-2.81872711746796	0.010907640804337	0.999904720550955	-4.34403537994264	NA	NA	NA	NA	NA	NA	NA	NA
ABHD11	NA	NA	-0.198287501055554	2.17689096287289	-0.189962886830855	0.852181101115412	0.999381634987826	-4.66307014811416	-0.861972704150841	2.05654426613449	-2.26534202043408	0.0352693699996911	0.999904720550955	-4.48263400315908	NA	NA	NA	NA	NA	NA	NA	NA
ABHD12	NA	NA	-1.51563829132881	3.96247672429507	-2.37951769504265	0.032792748533718	0.999381634987826	-4.11435473426297	-0.14954794413594	4.76305990473871	-0.425547113839562	0.675180343246392	0.999904720550955	-4.65627309961338	NA	NA	NA	NA	NA	NA	NA	NA
ABHD13	NA	NA	-0.962874987330143	2.5249122357591	-1.26912567813972	0.225962939321389	0.999381634987826	-4.55885506273399	-0.29521453787891	3.16451833687301	-1.59702457854328	0.126624727124567	0.999904720550955	-4.52756765108541	NA	NA	NA	NA	NA	NA	NA	NA
ABHD16A	NA	NA	0.697166222793848	2.46827751843145	0.739747508414104	0.472194443108941	0.999381634987826	-4.6287672599788	-0.204203009503318	2.79589192838326	-0.922874784930536	0.367550885037313	0.999904720550955	-4.60362197903457	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17A	NA	NA	-0.00960324703111169	5.05513512710057	-0.0176974042910414	0.986140629201391	0.999381634987826	-4.83226437056881	0.090758181165644	4.32277996352532	0.473328596068836	0.641327827214172	0.999904720550955	-4.64989489319635	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17B	NA	NA	-0.30385513026376	3.59743111044275	-0.408444839767517	0.689388635255325	0.999381634987826	-4.72210688970057	0.11886142783916	4.05044754032991	0.435762034217211	0.667880104262446	0.999904720550955	-4.64997218167731	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17C	NA	NA	-0.0363178468748461	2.9336034589559	-0.0533635640216573	0.95822834247398	0.999381634987826	-4.69713484874585	-0.13627890364829	3.19145677899859	-0.642231321836053	0.528334614931259	0.999904720550955	-4.62712519849361	NA	NA	NA	NA	NA	NA	NA	NA
ABHD18	NA	NA	-0.11648763009149	3.9555619381945	-0.208031760212925	0.838327672385129	0.999381634987826	-4.7561747260988	-0.146961705873302	3.63213758479563	-0.360604219625894	0.722341037628246	0.999904720550955	-4.64842146028412	NA	NA	NA	NA	NA	NA	NA	NA
ABHD2	NA	NA	-0.116594919997724	6.4391851649776	-0.204974363794893	0.840667995533932	0.999381634987826	-4.8721131661915	0.263431710388588	6.15454952902528	0.95754041303031	0.35022407040482	0.999904720550955	-4.60571483610049	NA	NA	NA	NA	NA	NA	NA	NA
ABHD3	NA	NA	NA	NA	NA	NA	NA	NA	-0.0774059254218303	1.36521776103615	-0.163727170829217	0.871660954404779	0.999904720550955	-4.6214940111878	NA	NA	NA	NA	NA	NA	NA	NA
ABHD4	NA	NA	0.428169030151448	5.29070679050804	0.557776837901629	0.586180138880076	0.999381634987826	-4.78065915741229	0.464077757042919	4.69981672420445	1.47624942226077	0.156126515945949	0.999904720550955	-4.52651251811325	NA	NA	NA	NA	NA	NA	NA	NA
ABHD5	NA	NA	-0.258610141820042	3.12696230567187	-0.317188315854154	0.755980791581618	0.999381634987826	-4.69701192830485	-0.455606583195619	4.3827545470358	-0.890308146737691	0.384345553620274	0.999904720550955	-4.61293626520165	NA	NA	NA	NA	NA	NA	NA	NA
ABHD6	NA	NA	NA	NA	NA	NA	NA	NA	0.895422386899861	2.95831501944242	0.234203795973425	0.817311604911103	0.999904720550955	-4.64065617629058	NA	NA	NA	NA	NA	NA	NA	NA
ABHD8	NA	NA	NA	NA	NA	NA	NA	NA	-2.27856434671094	-2.86455214978275	-1.10549003261104	0.282638391064855	0.999904720550955	-4.59465512631674	NA	NA	NA	NA	NA	NA	NA	NA
ABI1	NA	NA	0.187974494626018	5.07623316314384	0.484918119428012	0.635552804757537	0.999381634987826	-4.78407339640939	0.0440035233510292	5.48337466395902	0.122861398162828	0.903496676253548	0.999904720550955	-4.67022121524058	NA	NA	NA	NA	NA	NA	NA	NA
ABI3	NA	NA	1.0801263002579	-0.190132329450777	0.578539011084662	0.5724808124554	0.999381634987826	-4.61470936813548	0.170999615262945	0.400845279854721	0.29977583955748	0.767576617604966	0.999904720550955	-4.61112917333028	NA	NA	NA	NA	NA	NA	NA	NA
ABI3BP	NA	NA	0.0323093257801951	1.76259227092824	0.0276025072749339	0.978385381198057	0.999381634987826	-4.64912809104598	-0.0188261642942571	1.78878232532722	-0.0392288580185498	0.969113873219007	0.999904720550955	-4.62771807365056	NA	NA	NA	NA	NA	NA	NA	NA
ABITRAM	NA	NA	1.07248832481706	1.93286737398609	0.807530682469276	0.433439310983189	0.999381634987826	-4.6160452754985	0.167974399636112	2.9612906669943	0.75516290110039	0.459335840509698	0.999904720550955	-4.61757432903531	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	NA	NA	1.00468730898434	3.56974605799969	1.02237188919825	0.324679527801896	0.999381634987826	-4.60406996724415	0.338478796610571	3.65326304027314	1.60238239178359	0.125432235783572	0.999904720550955	-4.51767696768023	NA	NA	NA	NA	NA	NA	NA	NA
ABL2	NA	NA	1.08135651589489	3.46652868537917	1.73293799981145	0.106006316215043	0.999381634987826	-4.4162702373651	0.490359054137677	2.97541905146939	1.55885172623333	0.135399218821345	0.999904720550955	-4.53598025903568	NA	NA	NA	NA	NA	NA	NA	NA
ABLIM1	NA	NA	0.587352597326764	6.11901695288786	0.747072735725414	0.467905861167556	0.999381634987826	-4.74974097451857	-0.290373122735031	6.38810991140764	-0.903263477533282	0.377604555234364	0.999904720550955	-4.61217375855458	NA	NA	NA	NA	NA	NA	NA	NA
ABLIM2	NA	NA	0.280246325762907	6.10842057646209	0.401635719584924	0.694274053927569	0.999381634987826	-4.83700952630165	-0.162766906089166	5.72238106626825	-0.583290399139263	0.566502218899511	0.999904720550955	-4.64638336610086	NA	NA	NA	NA	NA	NA	NA	NA
ABLIM3	NA	NA	-0.953656008692335	0.52854584007426	-0.602548313576227	0.556852927376627	0.999381634987826	-4.6179057857831	-0.0896391659893748	2.83954194009128	-0.089586046796968	0.929546183295706	0.999904720550955	-4.64255195518361	NA	NA	NA	NA	NA	NA	NA	NA
ABRACL	NA	NA	-0.000385686245334394	2.08468373149294	-0.000335505861160917	0.999737240514394	0.999966111223331	-4.65836819789239	-0.765596493760595	3.89149821402597	-1.81869443907644	0.0846278332716253	0.999904720550955	-4.47807531435555	NA	NA	NA	NA	NA	NA	NA	NA
ABRAXAS1	NA	NA	0.695580052431735	3.74143227514896	0.967781682318569	0.350269560142114	0.999381634987826	-4.61751525716813	-0.316273605158359	4.26089003379371	-0.810247969137326	0.427748858368337	0.999904720550955	-4.62111296829629	NA	NA	NA	NA	NA	NA	NA	NA
ABRAXAS2	NA	NA	0.175609906403955	3.92890886800201	0.295955882843168	0.771793174634576	0.999381634987826	-4.754209685836	0.223317077596532	3.98379609796092	1.28434258977294	0.214337598726141	0.999904720550955	-4.56162714745288	NA	NA	NA	NA	NA	NA	NA	NA
ABT1	NA	NA	-1.31110970556508	1.60277484095748	-1.48146122606854	0.161575641270112	0.999381634987826	-4.54567505007675	-0.0743802501906788	1.8428944587997	-0.288012280068302	0.77643023669626	0.999904720550955	-4.62540128768745	NA	NA	NA	NA	NA	NA	NA	NA
ABTB1	NA	NA	0.23770724266958	5.64243531311219	0.562770879518366	0.582869506099751	0.999381634987826	-4.79127632026877	-0.0143843641184347	5.70348909661753	-0.0429134709181543	0.966214653122475	0.999904720550955	-4.67120083155288	NA	NA	NA	NA	NA	NA	NA	NA
ABTB2	NA	NA	1.62850019809214	-0.548435501597625	1.11626687588361	0.28389372287977	0.999381634987826	-4.58962208662038	0.789016300974922	-1.04171728175917	0.894376072764352	0.382220388231486	0.999904720550955	-4.59656466823441	NA	NA	NA	NA	NA	NA	NA	NA
ACAA1	NA	NA	0.561459144226091	6.38020811585383	1.36261467064176	0.195430687660734	0.999381634987826	-4.48892094821974	-0.328440949760019	7.77037622285208	-0.695868118789775	0.494867914311589	0.999904720550955	-4.62966919363956	NA	NA	NA	NA	NA	NA	NA	NA
ACAA2	NA	NA	-0.153568114986186	6.74495763646903	-0.35309218609776	0.729503092432764	0.999381634987826	-4.85821714712237	-0.344757676157836	6.90090488222133	-0.774662573112117	0.447995723565589	0.999904720550955	-4.62530439761255	NA	NA	NA	NA	NA	NA	NA	NA
ACACA	NA	NA	1.54954660420965	8.03502425782095	2.96863768711759	0.0105595466951928	0.999381634987826	-3.48733057654265	0.788098114704527	7.6407308478915	1.3247336934189	0.200846111413519	0.999904720550955	-4.55615468871442	NA	NA	NA	NA	NA	NA	NA	NA
ACACB	NA	NA	1.56952877930724	2.80388417616776	1.13690543358926	0.275468493913621	0.999381634987826	-4.58016770931433	0.310402135264739	3.59196240657959	0.628970378441452	0.536797201429245	0.999904720550955	-4.63217715023996	NA	NA	NA	NA	NA	NA	NA	NA
ACAD10	NA	NA	-0.168980673533143	5.51044692814342	-0.389536655093289	0.702989833949201	0.999381634987826	-4.82296506877344	-0.0218525397987016	5.50696205658635	-0.0871132532674672	0.9314856379017	0.999904720550955	-4.67098540341775	NA	NA	NA	NA	NA	NA	NA	NA
ACAD11	NA	NA	0.169636465184785	2.53710435142156	0.0751358369638331	0.941214990882739	0.999381634987826	-4.66189611952156	-0.38805345374937	4.7790779193468	-0.614062957518826	0.54639771126575	0.999904720550955	-4.64256284142433	NA	NA	NA	NA	NA	NA	NA	NA
ACAD8	NA	NA	-0.489152951510668	3.70635982110078	-0.733303924554751	0.475986756461869	0.999381634987826	-4.66305009692057	-0.10191477665605	3.4945141170538	-0.299944212990179	0.767450128721945	0.999904720550955	-4.64855606221684	NA	NA	NA	NA	NA	NA	NA	NA
ACAD9	NA	NA	-2.41308016027635	3.57672839304207	-1.50534026505679	0.155402792091401	0.999381634987826	-4.49315705492924	-0.0507646352438756	4.50383750885932	-0.146408825264253	0.88512839795072	0.999904720550955	-4.66558541314788	NA	NA	NA	NA	NA	NA	NA	NA
ACADL	NA	NA	-1.08131341776883	4.40322402992623	-1.0177570373746	0.326789051756259	0.999381634987826	-4.62286002746061	-0.107541666162786	5.34241049643096	-0.505093054825382	0.619254931753421	0.999904720550955	-4.65280973024547	NA	NA	NA	NA	NA	NA	NA	NA
ACADM	NA	NA	0.0705175154858518	7.08287734716999	0.135762617890465	0.894024012862608	0.999381634987826	-4.88579678004886	-0.406279897190782	7.07188135642751	-2.10710754278233	0.048511012675741	0.999904720550955	-4.41549296889898	NA	NA	NA	NA	NA	NA	NA	NA
ACADS	NA	NA	-0.309209495223535	8.3427221535441	-0.480770166787189	0.638422010598971	0.999381634987826	-4.8361934565684	-0.182441650337075	8.25664522190179	-0.721901001538157	0.479075248558405	0.999904720550955	-4.62575396655299	NA	NA	NA	NA	NA	NA	NA	NA
ACADSB	NA	NA	-0.239184240332243	5.68955494672011	-0.300798399801471	0.768177203892804	0.999381634987826	-4.84286843286025	0.310577135808678	6.17046096465656	1.18687616190725	0.249786962028934	0.999904720550955	-4.57358748577873	NA	NA	NA	NA	NA	NA	NA	NA
ACADVL	NA	NA	0.0721915766330728	7.13298776586028	0.110048428478183	0.913999434404556	0.999381634987826	-4.8873157108634	-0.156345065571257	7.58053875367061	-0.453814570132425	0.655061579856649	0.999904720550955	-4.64791806295961	NA	NA	NA	NA	NA	NA	NA	NA
ACAP2	NA	NA	0.173018201305199	5.7031837739031	0.216505347813759	0.831849854358975	0.999381634987826	-4.85142977846931	0.254976500987716	6.03675117680826	1.42324191186113	0.170748824296469	0.999904720550955	-4.53486431860819	NA	NA	NA	NA	NA	NA	NA	NA
ACAP3	NA	NA	1.56193059967316	1.35777194773992	1.25086981272326	0.232347904993101	0.999381634987826	-4.57460293882706	0.837115418742472	1.46463199834063	1.97710337967084	0.0626022715645173	0.999904720550955	-4.5283621414898	NA	NA	NA	NA	NA	NA	NA	NA
ACAT1	NA	NA	0.669611919060774	7.88801642168957	1.53100614550796	0.148991636549741	0.999381634987826	-4.3952729557374	-0.16295606817418	7.70559601821413	-0.754259031316961	0.459865671069616	0.999904720550955	-4.62473844689645	NA	NA	NA	NA	NA	NA	NA	NA
ACBD3	NA	NA	-0.280342114121667	5.00342407733347	-0.691450360524298	0.501068215775276	0.999381634987826	-4.73940356075162	0.0146681107733272	5.05680492106026	0.058095836291625	0.954274022053435	0.999904720550955	-4.67072993951521	NA	NA	NA	NA	NA	NA	NA	NA
ACBD4	NA	NA	0.148354168101503	3.52409620152703	0.186736740469042	0.854660096476491	0.999381634987826	-4.72474060866137	-0.649273022030722	4.30962587948762	-1.06580787905173	0.299759840480394	0.999904720550955	-4.59114585857045	NA	NA	NA	NA	NA	NA	NA	NA
ACBD5	NA	NA	0.178487322290102	5.9398117076135	0.394371580720696	0.699501597106634	0.999381634987826	-4.83578464925105	0.0508222674271737	6.77038885177478	0.159754753073988	0.87474667456859	0.999904720550955	-4.6647289849658	NA	NA	NA	NA	NA	NA	NA	NA
ACBD6	NA	NA	-0.94117242180867	1.82073547343568	-0.942721675758208	0.36248345807231	0.999381634987826	-4.60363583276357	0.111400833661686	2.79051160031946	0.307167614365989	0.762029963647962	0.999904720550955	-4.63817311959165	NA	NA	NA	NA	NA	NA	NA	NA
ACBD7	NA	NA	-1.94247944451397	1.65897393479435	-1.33538021751502	0.203957878861168	0.999381634987826	-4.5625857763448	-0.303889102731762	3.87088404071076	-0.338376780307415	0.738759681436535	0.999904720550955	-4.65184039913055	NA	NA	NA	NA	NA	NA	NA	NA
ACCS	NA	NA	-0.329659044987725	7.15024388391554	-0.526323893755105	0.607251451090186	0.999381634987826	-4.82510293912082	-1.11195125065429	7.90397410602526	-2.64353577205936	0.0159496089580834	0.999904720550955	-4.33063495949963	NA	NA	NA	NA	NA	NA	NA	NA
ACE	NA	NA	-0.100513376893186	1.77444177453238	-0.0481682200671349	0.962291566976357	0.999381634987826	-4.6464748270066	-0.0866388793984472	2.17680908581906	-0.157993056674156	0.876115798208302	0.999904720550955	-4.6322049988255	NA	NA	NA	NA	NA	NA	NA	NA
ACE2	NA	NA	-1.78307723221193	2.28829452556702	-1.05930499150249	0.308152644204435	0.999381634987826	-4.59197291587127	-0.595086610042027	2.77328429606098	-1.10288889912844	0.283738333029617	0.999904720550955	-4.58799843682257	NA	NA	NA	NA	NA	NA	NA	NA
ACER2	NA	NA	0.496992526797923	2.9419491903789	0.754779790190004	0.46341980165834	0.999381634987826	-4.64268332976169	0.350280234967981	2.66563883926569	1.17926749645197	0.252730905956982	0.999904720550955	-4.58111458514633	NA	NA	NA	NA	NA	NA	NA	NA
ACER3	NA	NA	0.400970330961349	2.83773514489033	0.53705082471894	0.600022784721392	0.999381634987826	-4.6640772399837	0.48136823011721	2.50592683458591	1.8961923938312	0.0731204152167741	0.999904720550955	-4.50628364533507	NA	NA	NA	NA	NA	NA	NA	NA
