Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	H_FC_08	H_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
MTSS1	NA	NA	-0.0693986531820467	5.28877940500604	-0.213069606577022	0.834156881043331	0.95343069574762	-6.65611443624998	0.43289387192455	6.03132116570562	3.3688915965901	0.0028825006161124	0.0420175418092101	-2.01191698563488	NA	NA	NA	NA	NA	NA	NA	NA
MTSS2	NA	NA	-0.126810480768218	3.6758869521631	-0.425181481942294	0.676773550115011	0.906343094110236	-6.31575111360574	0.15370997436429	3.56586227204197	1.04839554026971	0.306294529587983	0.611868266401466	-6.00745961058502	NA	NA	NA	NA	NA	NA	NA	NA
MTTP	NA	NA	0.0819028722379906	6.77931641748482	0.30849773149915	0.76196945205859	0.933057335774491	-6.71688884869442	0.449724859736504	6.82058151818036	3.44473791548446	0.00241119248009327	0.0375360503562308	-1.81845652471222	NA	NA	NA	NA	NA	NA	NA	NA
MTURN	NA	NA	0.795539510736635	-0.0827634991801673	1.11796277714183	0.281262899013595	0.724041210267063	-4.99633016143825	-0.37312556637016	1.88655331531836	-1.34307866192812	0.193488312196629	0.491762915341591	-5.3879913022234	NA	NA	NA	NA	NA	NA	NA	NA
MTUS1	NA	NA	0.0743200632652181	4.37178477971852	0.200457953903851	0.843829531474324	0.956861894227313	-6.53285333721533	0.198263769056615	5.34135783934818	1.4793799598575	0.153786085972065	0.436506085402909	-5.61354277311419	NA	NA	NA	NA	NA	NA	NA	NA
MTUS2	NA	NA	NA	NA	NA	NA	NA	NA	1.02758850413553	-0.219006445432967	1.65179648244424	0.113352600859615	0.368338523531887	-4.5492316826636	NA	NA	NA	NA	NA	NA	NA	NA
MTX1	NA	NA	-0.346304839055724	3.1255038662081	-1.17512971090177	0.258357924187675	0.704173165907778	-5.57164477746267	-0.3244395507826	3.11258340803	-2.27417908502151	0.0334910392125387	0.188727357230308	-4.12691358793807	NA	NA	NA	NA	NA	NA	NA	NA
MTX3	NA	NA	-0.314726899304331	1.11324494536916	-0.382701372572307	0.707338543029177	0.91495462086931	-5.66202647505696	0.114835657938694	3.07896871485472	0.822412995733204	0.420021367585215	0.70669562266786	-6.14254221938474	NA	NA	NA	NA	NA	NA	NA	NA
MUC15	NA	NA	2.25917697969898	-2.50456580623849	1.87887059819641	0.0799433831427383	0.498030668282343	-4.06577760388013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MUC5AC	NA	NA	1.01439127681431	4.94625303350023	2.37228836081905	0.0315634308690781	0.348933461223557	-4.12453843517818	-0.298572880894798	3.83325348515742	-0.529613700132365	0.601897716291127	0.827351196507575	-6.44792523574892	NA	NA	NA	NA	NA	NA	NA	NA
MUL1	NA	NA	-0.923340225397282	2.95123590080345	-1.72287356420687	0.105568952336495	0.545315658327386	-4.80100670908154	-0.187435290051302	2.94816327670002	-1.1290366460788	0.271531192681928	0.579826374902767	-5.82937118723357	NA	NA	NA	NA	NA	NA	NA	NA
MUS81	NA	NA	-0.443375212887102	1.98151418797955	-0.614941396247647	0.547859133868006	0.852545555000755	-5.75264220067152	-0.236809507856384	1.76620967507654	-1.34952214118141	0.191444473856481	0.489499504291792	-5.35816790906645	NA	NA	NA	NA	NA	NA	NA	NA
MUSK	NA	NA	0.350849154059056	-0.597529545789351	0.342770673163545	0.736552865317022	0.923944380909498	-5.43009686109305	-0.505808233745626	-2.02636754770044	-0.859460594460163	0.39972736707447	0.691745489177561	-5.01865893166888	NA	NA	NA	NA	NA	NA	NA	NA
MUSTN1	NA	NA	0.999706292847346	-2.54519965000761	0.804415718260933	0.433789313695519	0.807209145152509	-5.07103657526887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MUTYH	NA	NA	-0.79373811046319	-0.414232849553386	-0.76793490896101	0.454509966724657	0.819178530289814	-5.24779797402928	-0.389245528222218	1.35863866904992	-2.79576443527969	0.0107882819320422	0.0925303664615152	-2.85031733690382	NA	NA	NA	NA	NA	NA	NA	NA
MVB12A	NA	NA	-0.184730086041212	4.6707737887137	-0.803608910122721	0.434240973530558	0.807511578538476	-6.27143968497109	0.0903020453057755	4.65719255008544	0.708018467126848	0.486667059640269	0.753656692171391	-6.41026240597366	NA	NA	NA	NA	NA	NA	NA	NA
MVB12B	NA	NA	-0.139141282046825	5.54841592466049	-0.710198487158411	0.488534816976602	0.832207146545441	-6.44370243404907	-0.0728171252273038	4.47272657337398	-0.579720016834189	0.568230598974261	0.807497368173073	-6.48198508692403	NA	NA	NA	NA	NA	NA	NA	NA
MVK	NA	NA	-0.171996902470913	1.87708514194036	-0.254583631273533	0.802520521151436	0.944477677194075	-5.88033521143425	-0.204699206067104	3.34119078586879	-0.889118142049893	0.383944954910949	0.679508173205776	-6.12705912619163	NA	NA	NA	NA	NA	NA	NA	NA
MVP	NA	NA	-0.0645383724514872	7.49747151874754	-0.306005771112731	0.763828986324411	0.933903178781442	-6.72675666379201	-0.173771938907396	6.54948941048146	-1.11540922170508	0.277193851901938	0.585164493387487	-6.03801434470815	NA	NA	NA	NA	NA	NA	NA	NA
MX1	NA	NA	-1.10492709522375	1.09306409469222	-1.36984791658789	0.190999953199587	0.658337342048547	-4.88695648954903	-0.878099172355443	2.43580279228667	-1.370866344974	0.184795680110626	0.482132331868695	-5.44538582126023	NA	NA	NA	NA	NA	NA	NA	NA
MXD1	NA	NA	-0.205466592110298	4.75578675806017	-0.957079232709337	0.353780963246162	0.771266658040166	-6.14926777514117	0.116656832515089	4.77736529669446	0.75072371885931	0.461093658898833	0.734522860312293	-6.3851065460185	NA	NA	NA	NA	NA	NA	NA	NA
MXD3	NA	NA	0.155391761501916	-0.427340363923113	0.175368618885821	0.863148025631585	0.963419770302206	-5.48672217844004	-0.929752692386061	0.522204861254552	-3.08624346459212	0.00556762112517825	0.061995633069018	-2.16161855851192	NA	NA	NA	NA	NA	NA	NA	NA
MXD4	NA	NA	-0.447425486789488	4.03288875274613	-1.68166015975401	0.11344264213989	0.556374391383013	-5.13787920363245	-0.154774817456987	4.0539278497147	-1.09302757472552	0.28668047899192	0.59517853435943	-6.01925706402142	NA	NA	NA	NA	NA	NA	NA	NA
MXI1	NA	NA	-0.241262660896573	4.67932845804093	-1.13614153802495	0.273819416283384	0.718614728300353	-5.95568995341218	0.217167405523494	4.88607669864423	1.349968530951	0.191303514252186	0.489225768947953	-5.7756037287525	NA	NA	NA	NA	NA	NA	NA	NA
MXRA7	NA	NA	0.0846541872146469	-2.53015196287079	0.0753580244765215	0.940931092221506	0.986057148292439	-5.32144031926221	-0.317811669678606	0.0208655817119475	-0.999544570731948	0.328834774382667	0.633144046579889	-5.37588808904182	NA	NA	NA	NA	NA	NA	NA	NA
MXRA8	NA	NA	0.379600371953455	3.51545293254303	1.20162192312337	0.248238668128676	0.69910805573488	-5.65383633749312	0.122698267504716	4.81608424813975	0.325115026610052	0.748289456029122	0.902083058093455	-6.61921638935026	NA	NA	NA	NA	NA	NA	NA	NA
