Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	H_FC_08	H_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
CTNNB1	NA	NA	-0.26677899543601	6.98731250940121	-1.16212995995664	0.263437475832206	0.708838086973783	-6.0916946463599	-0.28309262843678	7.18802822300255	-1.61142474568949	0.121917067201877	0.383776029309623	-5.37248446389897	NA	NA	NA	NA	NA	NA	NA	NA
CTNNBIP1	NA	NA	0.417172064549197	5.59894259607019	1.62329801658302	0.125461846940448	0.578683358267148	-5.42965341410659	-0.215717519397717	5.4338651439407	-1.06452700292807	0.299097881950794	0.606453528837606	-6.11807379586306	NA	NA	NA	NA	NA	NA	NA	NA
CTNNBL1	NA	NA	-0.402145127780392	4.64796169057778	-0.973490288966858	0.345830657382937	0.768162118250903	-6.11806325689036	-0.14750320998258	5.32723476048878	-1.08205376063701	0.29141680122326	0.599896773200964	-6.09942897175312	NA	NA	NA	NA	NA	NA	NA	NA
CTNND1	NA	NA	0.219174625425229	7.8256371695463	1.32963491159236	0.203612269402469	0.668828940241846	-5.8951434750256	0.182277875764775	7.45940386667497	2.80558592450553	0.010552865531103	0.0911675141030901	-3.18596667884768	NA	NA	NA	NA	NA	NA	NA	NA
CTNND2	NA	NA	-0.978938780077866	0.513857309268031	-1.03506739774289	0.317125030993968	0.749503682431753	-5.15086720179275	0.720701968903584	1.97126151128369	1.80753263464439	0.0849307648561649	0.315722789190962	-4.74033748055613	NA	NA	NA	NA	NA	NA	NA	NA
CTNS	0	1	-0.217559835265389	3.93026888126361	-0.868944558923657	0.398641575050004	0.7947919936007	-6.08362205231342	-0.664986046646672	3.3642407448046	-4.83612580826424	8.68211660994433e-05	0.00425114209624032	1.4669228184716	1	1	-0.217559835265389	-0.664986046646672	-1	0	0.00977930612198637	0.0168551741861266
CTPS1	NA	NA	0.226807281387886	3.94062390571375	0.721262064651334	0.481899516960533	0.828416385465814	-6.20012754855111	-0.0680136277235204	3.85555251479974	-0.367966374593098	0.716556721881486	0.887303076494914	-6.52594034125639	NA	NA	NA	NA	NA	NA	NA	NA
CTPS2	NA	NA	0.310757345410123	2.05483683478181	0.35098699365657	0.730505359366826	0.922004591021571	-5.90047916702535	-0.255186012535683	3.16218159009099	-1.09618927528144	0.285326277305632	0.593942791197661	-5.89865302943278	NA	NA	NA	NA	NA	NA	NA	NA
CTR9	NA	NA	0.143947907833525	5.47606382242564	0.541179338444932	0.596373288737341	0.872948332466767	-6.54318611964648	0.246014426792481	5.43200508737945	3.53017141050043	0.00197042000884197	0.0329100452399992	-1.65566880333497	NA	NA	NA	NA	NA	NA	NA	NA
CTSA	NA	NA	0.144425361835932	3.50030745507466	0.259428344954013	0.798850531400314	0.943208350041501	-6.32343369942077	-0.165866180834749	4.30159233971465	-1.1051873359698	0.28149767549864	0.589785894938024	-6.02906754174295	NA	NA	NA	NA	NA	NA	NA	NA
CTSB	NA	NA	0.427049561579318	6.52320194211496	1.7526141890432	0.100187884040471	0.536615425692016	-5.28805176262487	-0.136445203066487	6.13898081237008	-0.811998434243101	0.425841334812195	0.710925093295769	-6.34037925506164	NA	NA	NA	NA	NA	NA	NA	NA
CTSC	NA	NA	-0.292616897114451	7.04203456692624	-1.40575038349752	0.180282214583363	0.645941238815686	-5.79656578320252	-0.31094900768345	6.61634021197092	-1.91783997403988	0.068739908796861	0.283829334525869	-4.91320417809475	NA	NA	NA	NA	NA	NA	NA	NA
CTSD	NA	NA	0.0544292639472141	6.80400237281605	0.279852555248435	0.783433508483519	0.9395873046705	-6.726420260682	-0.218430630578474	6.853984037173	-1.57679467265969	0.12968951362509	0.397755440578586	-5.43844039145892	NA	NA	NA	NA	NA	NA	NA	NA
CTSF	NA	NA	-0.0272804434682863	5.40815109273496	-0.0800928555999467	0.937227933010789	0.985461380844069	-6.68808039008054	-0.157337276093748	5.44646792930632	-0.982228866673529	0.337094862014995	0.639492040717549	-6.20097447090631	NA	NA	NA	NA	NA	NA	NA	NA
CTSH	NA	NA	0.0286904708753637	7.03346877025859	0.0972301433442272	0.923837846559731	0.981936097202597	-6.76720800630239	0.0836467635259552	7.22667141882239	0.995644559234709	0.330682817581057	0.634470627981371	-6.13164161618616	NA	NA	NA	NA	NA	NA	NA	NA
CTSK	NA	NA	-0.498705611020036	-1.53595948254365	-0.467648943689401	0.646793776618203	0.895212441363594	-5.29910169089044	0.743488033687303	0.00569213438932745	0.81230349827692	0.425670141386446	0.710895244803589	-5.51071273967191	NA	NA	NA	NA	NA	NA	NA	NA
CTSL	NA	NA	-0.00177648300457633	8.21936408498764	-0.00564447076739088	0.995571174427895	0.999241764824434	-6.77227742390008	-0.545941353399379	8.21104922786463	-1.82763418380302	0.0817540982554464	0.310308624914347	-4.98756337878531	NA	NA	NA	NA	NA	NA	NA	NA
CTSO	NA	NA	-0.821309054273551	2.19658617133273	-1.00085849769624	0.332853284615939	0.759984950214307	-5.46185271825592	-0.416703541195586	3.52730424968559	-3.2881855873691	0.00348280347394059	0.0470610471958798	-2.09078760075214	NA	NA	NA	NA	NA	NA	NA	NA
CTSW	NA	NA	0.453714647826577	1.15633271748403	0.413276282411343	0.685283322747785	0.909448722037163	-5.65602158836753	-0.588097033244275	0.714415019322989	-1.9011189312671	0.0710050996868481	0.289390379253639	-4.37216210891827	NA	NA	NA	NA	NA	NA	NA	NA
CTTN	NA	NA	-0.294076886984447	5.60994476101964	-1.49596519208087	0.155515882839555	0.616112034181624	-5.61464667877806	-0.273375484880773	6.01675265333268	-2.57853914323465	0.0174632603519792	0.126830553668552	-3.70491139819066	NA	NA	NA	NA	NA	NA	NA	NA
CTTNBP2	NA	NA	-0.46959864459269	6.0245828100611	-2.00704819226945	0.0632173401190779	0.456554384979089	-4.86505712469286	-0.262918150693974	5.83742045694578	-1.57181147960844	0.130841209268976	0.399781810493456	-5.47898396244932	NA	NA	NA	NA	NA	NA	NA	NA
CTTNBP2NL	NA	NA	0.579419225963577	3.12095310739915	0.930626143594114	0.366862486126493	0.778465752876727	-5.82989084459855	-0.0735323196148192	2.92527142494756	-0.487807564348819	0.630706685943964	0.844724153123523	-6.33690360806426	NA	NA	NA	NA	NA	NA	NA	NA
CTU1	NA	NA	0.43256260670181	1.32677390873615	0.606673779682571	0.553188378465983	0.85371532711509	-5.59796616494147	-0.0644755337457346	1.70896394838383	-0.39054436414903	0.700041524850779	0.880144558731625	-6.14961370090556	NA	NA	NA	NA	NA	NA	NA	NA
CUBN	NA	NA	NA	NA	NA	NA	NA	NA	0.0133041907205765	-0.966532816086945	0.0329639385168492	0.974012582485538	0.991864617566494	-5.57477713840237	NA	NA	NA	NA	NA	NA	NA	NA
CUEDC1	NA	NA	-0.00942058409324265	2.57022855727269	-0.0292577930775462	0.977046798781805	0.995095130138882	-6.09171499787434	-0.23942253180393	1.88220253565412	-1.73191854540969	0.0978553133475362	0.340284704142994	-4.84798984968246	NA	NA	NA	NA	NA	NA	NA	NA
CUL1	NA	NA	-0.0946772000895439	5.04948585303261	-0.426058826331725	0.676148208712356	0.906109209149309	-6.5585102827622	0.0793380329049924	5.93946196101256	0.347719279461614	0.731489103840245	0.894672964700784	-6.61840014807748	NA	NA	NA	NA	NA	NA	NA	NA
CUL2	NA	NA	-0.13304591221566	4.20557293745894	-0.31986296287859	0.753507938833868	0.930016835434226	-6.47009496227818	0.280591245814049	4.45441997471576	3.10752031822897	0.00530079643793718	0.0600538351868331	-2.56855322418582	NA	NA	NA	NA	NA	NA	NA	NA
CUL3	NA	NA	-0.389125773047094	6.61400163509196	-2.03236693138192	0.0603159616605591	0.452759755550729	-4.84705358523499	0.0554939322170593	6.17204376184948	0.566443991291763	0.577056461615148	0.811410094277326	-6.50976052524893	NA	NA	NA	NA	NA	NA	NA	NA
CUL4B	NA	NA	-0.399327812143038	6.81991466375156	-2.33691811031377	0.0338076749292864	0.356906950957508	-4.32392884224695	-0.166312594688215	6.42250363535505	-1.49351775247678	0.150077012949147	0.429544104297728	-5.57349523049455	NA	NA	NA	NA	NA	NA	NA	NA
CUL5	NA	NA	-0.260065706575286	4.56384112705744	-0.927219180960575	0.368571194880274	0.78006475599296	-6.14828863902349	0.100109017372608	4.80995140619704	0.849776017965029	0.404970504894462	0.69613193489635	-6.30742615677155	NA	NA	NA	NA	NA	NA	NA	NA
CUNH1orf50	NA	NA	0.215079780727842	3.35570451255889	0.877391917857069	0.394183995294771	0.793135968222664	-5.93965528133053	0.213531289061761	3.63542794845973	1.71929696761905	0.100169369859253	0.344662918192155	-5.14742068902162	NA	NA	NA	NA	NA	NA	NA	NA
CUNH20orf27	NA	NA	-0.555523630884553	3.00380935277607	-1.64436087817688	0.121003228107427	0.57001995574176	-4.9420281384817	-0.166652571000001	2.7591068359299	-1.21005488540941	0.23961424306065	0.548382993648907	-5.70668402717553	NA	NA	NA	NA	NA	NA	NA	NA
CUTC	NA	NA	-1.19718235936406	1.92438061828848	-1.4827361606678	0.158959728145641	0.621757663366465	-4.87810814879235	-0.165110835382716	2.97661930967649	-1.32623459195478	0.198912314959439	0.499174633671691	-5.60350163383283	NA	NA	NA	NA	NA	NA	NA	NA
CUX1	NA	NA	0.146501952035378	6.95992110813551	0.869526718087505	0.39833330531802	0.7947919936007	-6.3820228869836	-0.0220810402658786	6.20981931938791	-0.15367456463088	0.879323778560701	0.953640223299084	-6.66054934843921	NA	NA	NA	NA	NA	NA	NA	NA
CUZD1	NA	NA	NA	NA	NA	NA	NA	NA	0.0574109424914084	-0.555151102883401	0.267489152327118	0.79168475346689	0.918581410198491	-5.65514763746053	NA	NA	NA	NA	NA	NA	NA	NA
CWC22	NA	NA	-0.312317594459314	2.78657763259304	-0.834166356871024	0.417344455969609	0.80253283707053	-5.80165568619264	-0.0828840897400345	3.46011610847137	-1.0375588612672	0.311197633971998	0.616903644634314	-6.00441107846146	NA	NA	NA	NA	NA	NA	NA	NA
CWC25	NA	NA	-1.29407850123779	2.17305011918179	-1.63586404981118	0.122785151125266	0.572775855488362	-4.7143848916053	-0.0051659267933899	3.87153252716133	-0.0285834828543721	0.977464893818227	0.993550753713337	-6.59662196528093	NA	NA	NA	NA	NA	NA	NA	NA
CWC27	NA	NA	-0.0740078405459617	3.13733760204986	-0.178433276012126	0.86078316128798	0.962095078996667	-6.24793858398857	0.0649458547806043	4.25086537965877	0.643159723136809	0.52703557997875	0.780275650348603	-6.42495669729642	NA	NA	NA	NA	NA	NA	NA	NA
CWF19L1	NA	NA	-0.791539796545047	2.52468166687429	-1.76173778475789	0.098586127675627	0.534500196208839	-4.6377153316161	-0.323635702855445	3.10599929275562	-2.71988575820971	0.0127829738594998	0.104034864232015	-3.25328870926338	NA	NA	NA	NA	NA	NA	NA	NA
CWF19L2	NA	NA	-0.146477287261027	4.45002628834655	-0.72151854745477	0.481746336805678	0.828416385465814	-6.29960341976684	-0.321413420724411	4.62905042371171	-3.08958483778852	0.0055248755716633	0.0617579236054787	-2.61796330806022	NA	NA	NA	NA	NA	NA	NA	NA
CX3CL1	NA	NA	2.88400216432893	-2.22586284838041	2.72538775348554	0.0157000454538115	0.262929154109206	-2.9514415358143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CXADR	NA	NA	-0.450649810361058	4.61175264213575	-1.53891173733311	0.144763877138485	0.601439439761807	-5.4424796674946	-0.0135708473631011	4.83195484731511	-0.142398217954115	0.888113826107985	0.956302837230588	-6.66404410670089	NA	NA	NA	NA	NA	NA	NA	NA
CXCL10	NA	NA	1.23287770452719	-1.02570365283195	0.946637459899154	0.358905320529322	0.774975426335488	-5.06254095995947	-0.66974183793272	0.0995923305951738	-0.995508250554178	0.330747538320994	0.634470627981371	-5.38524436698698	NA	NA	NA	NA	NA	NA	NA	NA
CXCL11	NA	NA	0.430386911522692	4.83781950698815	0.96884471637245	0.348068362722693	0.769373196010748	-6.14233155312132	-0.727548841233483	4.01280177903828	-1.62753992411085	0.118435381790594	0.377712670277578	-5.32433733651212	NA	NA	NA	NA	NA	NA	NA	NA
CXCL12	NA	NA	0.503476339480979	4.59180618108762	1.71600249628717	0.106847545206381	0.545315658327386	-5.17986700664588	-0.37744177438687	4.65289253370206	-2.0987462833323	0.0480258934077528	0.23122956336502	-4.60597430851517	NA	NA	NA	NA	NA	NA	NA	NA
CXCL14	NA	NA	NA	NA	NA	NA	NA	NA	-0.885834458591405	-1.1589468659438	-0.954109743929233	0.350810877722844	0.652390692837417	-5.1154528100777	NA	NA	NA	NA	NA	NA	NA	NA
CXCL16	NA	NA	-0.451470354692784	-1.7554655918828	-0.402826734154389	0.69278913119697	0.91171903308045	-5.30627542397837	-0.0285431037031203	1.17188678253483	-0.108337621750828	0.914749520950364	0.966969556450817	-6.1098852537036	NA	NA	NA	NA	NA	NA	NA	NA
CXCR4	0	0	2.16465358216565	1.1284544421574	3.33394499012593	0.00456107063713681	0.154373438413373	-1.88996166782208	0.869782457293931	-0.716968066037899	1.85145348097335	0.0781240913137527	0.302741343111913	-4.18939881215208	1	1	2.16465358216565	0.869782457293931	1	0	0.0397320233723121	0.0412405056115399
CXCR5	NA	NA	0.899714772338184	-0.178600971833618	0.850595224739923	0.408439175227333	0.797944546127037	-5.20923979677467	0.972499076689127	-1.44098542634743	0.81782218426949	0.422580651613783	0.709054763948515	-5.14691132243294	NA	NA	NA	NA	NA	NA	NA	NA
CXCR6	NA	NA	NA	NA	NA	NA	NA	NA	-0.756947399776185	-1.58279989518572	-1.28771696059076	0.211762539425436	0.515510324974439	-4.74001415743259	NA	NA	NA	NA	NA	NA	NA	NA
CXXC1	NA	NA	0.0271937706148426	5.55933383180731	0.108906163850819	0.914728241480515	0.979687864489061	-6.6982706868796	-0.0338184524238079	4.80416847800996	-0.183509211643781	0.856147090555293	0.94382328580863	-6.65593903785643	NA	NA	NA	NA	NA	NA	NA	NA
CXXC5	NA	NA	0.439559140427134	2.41085773971157	1.20791671992794	0.24587975710719	0.697871177103281	-5.3583944160218	0.488572363079366	3.00866688629008	1.74666845427517	0.0952092011676757	0.335686289286765	-5.01303756458565	NA	NA	NA	NA	NA	NA	NA	NA
CYFIP1	NA	NA	0.0902370644168897	5.33596485805252	0.347350997294252	0.733179331582807	0.923061405317713	-6.62061384852642	-0.0850249526767879	5.40988344208077	-1.05404719293303	0.303759299667991	0.609789025457923	-6.12919026993941	NA	NA	NA	NA	NA	NA	NA	NA
CYFIP2	NA	NA	-0.300093894566035	6.04805003244747	-1.05870935204582	0.306573688548812	0.740754139842331	-6.17087084441521	0.0967385689710465	5.75373461597147	0.715824130304053	0.481932138699336	0.750729997147033	-6.42353200109396	NA	NA	NA	NA	NA	NA	NA	NA
CYGB	NA	NA	-0.367062628778724	7.02786871822105	-1.20210035905841	0.248058768020414	0.69910805573488	-6.04700669712649	0.166514842108276	7.21902303211984	0.85569291162179	0.401761933549868	0.69316332214536	-6.26001189357634	NA	NA	NA	NA	NA	NA	NA	NA
CYHR1	NA	NA	-0.401533776878951	3.66247907492445	-0.886159067983001	0.389592982815314	0.791565279090671	-6.00557246062487	0.0129374516752279	3.97544398355072	0.124237431494913	0.902300956870961	0.961739971484795	-6.60072169569741	NA	NA	NA	NA	NA	NA	NA	NA
CYLD	NA	NA	0.038742590933559	3.39320656634906	0.0641946284182859	0.949667518883496	0.98870461536431	-6.32829435517794	0.188141756798808	3.36783409320424	1.95633649692094	0.0637652956657657	0.271943479343202	-4.72797252654708	NA	NA	NA	NA	NA	NA	NA	NA
CYREN	NA	NA	-0.34723367104195	4.82868777893167	-1.2627837859443	0.226048281717339	0.683485343335564	-5.83158245951529	-0.137049536832309	4.69123623654249	-0.538596826936556	0.595791229758522	0.823667053097052	-6.51902889500611	NA	NA	NA	NA	NA	NA	NA	NA
CYRIA	NA	NA	-0.193830136987148	1.45225731702881	-0.226057422216403	0.824224601757551	0.952018930778778	-5.7749706586211	0.112402166750232	1.22679744302551	0.459866200927432	0.650306501799019	0.855292975804923	-6.02202797314526	NA	NA	NA	NA	NA	NA	NA	NA
CYRIB	NA	NA	0.108457147585072	2.30643414792971	0.276061313515685	0.786288428021199	0.940452013165909	-5.98148661678699	-0.335816427169041	2.46260309939448	-2.45888394412594	0.0226393064754914	0.149249808930021	-3.67876985053912	NA	NA	NA	NA	NA	NA	NA	NA
CYSLTR1	NA	NA	1.27932013190038	0.683248948767871	1.78662194222244	0.0943314810555842	0.529016056557691	-4.30582450318601	-0.0417206202142032	0.00733433628964404	-0.198455171282848	0.84458494607971	0.939227960562942	-5.82248439171065	NA	NA	NA	NA	NA	NA	NA	NA
CYSTM1	NA	NA	0.0408940680510428	5.69384925143036	0.174427633479415	0.863874416379497	0.963818903588703	-6.69927429626566	-0.230319174930451	5.6520531800573	-1.92673620773853	0.0675608675330885	0.280405774912281	-4.92448257698506	NA	NA	NA	NA	NA	NA	NA	NA
CYTH1	NA	NA	0.639234909065849	3.0056077583925	1.81044250201369	0.0904114949244164	0.521104092213591	-4.71530765562875	0.00107960114386385	2.85903281382879	0.00631970166466277	0.99501689609632	0.998565099986254	-6.44623022825668	NA	NA	NA	NA	NA	NA	NA	NA
CYTH2	0	1	-0.944136191746369	3.07491953696005	-1.84773291552975	0.0845647004415184	0.507653804647973	-4.64768748050964	0.450755884874578	5.14184269740556	3.59044634623723	0.00170810532093305	0.0299874305187164	-1.5149982524143	1	1	-0.944136191746369	0.450755884874578	0	0	0.0231492385506351	0.0158783912517677
CYTH3	0	0	1.11843076785815	3.45655774454725	3.09781420147247	0.00738879290072907	0.186270190031161	-2.53946648370532	0.800614512447335	3.68444969460019	2.84126231208143	0.0097382451417562	0.0869632522528983	-3.06585472023959	1	1	1.11843076785815	0.800614512447335	1	0	0.0150406567169915	0.0100667345657238
CYTH4	NA	NA	0.091893926779185	-0.00282595955207199	0.0973339845891216	0.923756779279549	0.981936097202597	-5.5482282500341	-0.321711199715999	0.719835216210585	-0.955719033026747	0.350015791950354	0.651841342200801	-5.57482621056616	NA	NA	NA	NA	NA	NA	NA	NA
CYTIP	NA	NA	1.21421989559225	0.216707199530601	0.992854695339771	0.336612178286829	0.762835819228927	-5.13734618210858	-0.330029756918209	0.608621078593029	-1.31446356340286	0.202772953286473	0.503998706317101	-5.17495635088352	NA	NA	NA	NA	NA	NA	NA	NA
CZH10orf67	NA	NA	0.259738276427808	-0.991693357653157	0.223350906924726	0.826291879344943	0.952382110558382	-5.41952820493455	0.351074654526443	2.37512735306216	1.39984913029255	0.176062258129937	0.468600967737574	-5.40374887530119	NA	NA	NA	NA	NA	NA	NA	NA
CZH14orf119	NA	NA	-0.497242490795198	3.34092742725746	-1.08155045657086	0.296625641335154	0.734057007608268	-5.73567400345997	0.0653848723009247	3.67473596805587	0.757632455445584	0.457033322084405	0.731283720035486	-6.28157621369667	NA	NA	NA	NA	NA	NA	NA	NA
CZH14orf93	NA	NA	0.536968396638334	1.51671446018829	0.85108910031437	0.408173414360985	0.797726892829044	-5.47499959051797	-0.157961780340772	2.05738001577405	-0.771112739088829	0.449173107061602	0.724733576476519	-5.99895337566473	NA	NA	NA	NA	NA	NA	NA	NA
CZH17orf49	NA	NA	-3.21375680165002	1.13157009633213	-2.32262045287847	0.034756852236158	0.361886683800699	-3.56062904513016	-0.0849587591365921	4.20608615305749	-0.425096677946676	0.675061685838748	0.867302521912551	-6.5392110697229	NA	NA	NA	NA	NA	NA	NA	NA
CZH17orf98	NA	NA	NA	NA	NA	NA	NA	NA	0.461938272024571	-0.862110400330789	0.905236783022494	0.375541115549923	0.673137975220585	-5.23183870528093	NA	NA	NA	NA	NA	NA	NA	NA
CZH18orf21	NA	NA	NA	NA	NA	NA	NA	NA	0.0593783955329292	1.05420411118202	0.210136979122172	0.835572729621456	0.936042417892231	-6.06820825523785	NA	NA	NA	NA	NA	NA	NA	NA
CZH1orf35	NA	NA	-0.721070930882346	0.744613419320695	-0.73898087434638	0.471386188141926	0.824743690714627	-5.41401048469548	-0.118214678768874	2.81477431778451	-0.384045665108212	0.704780019851399	0.882029352742654	-6.36339917122543	NA	NA	NA	NA	NA	NA	NA	NA
CZH7orf25	NA	NA	-1.04857982850324	-0.858757218809529	-1.16982174426803	0.260422860220707	0.705419882774456	-4.88760117655644	-0.938767415615406	0.736029657314048	-3.46213297857912	0.00231423880356182	0.0367268042954761	-1.40138659386507	NA	NA	NA	NA	NA	NA	NA	NA
CZH7orf57	NA	NA	NA	NA	NA	NA	NA	NA	-1.53003698844023	-2.01781998490056	-0.882321063845633	0.387525502519954	0.681831324904347	-4.99683755783438	NA	NA	NA	NA	NA	NA	NA	NA
CZH9orf152	NA	NA	-0.211138501066557	3.64702303213333	-0.471991847455717	0.643762131096293	0.894381003227689	-6.28664330071085	0.419812119567225	3.05124236825324	1.04343203682292	0.308533438238897	0.614130489272485	-5.93416859414895	NA	NA	NA	NA	NA	NA	NA	NA
CZIB	NA	NA	-0.427174453383672	4.46519605674582	-1.88650218368265	0.0788457972589707	0.496833007276429	-4.90193527790771	-0.329479443258446	4.61431307995355	-2.82134126261384	0.0101854104058787	0.0893529833235475	-3.19125957542681	NA	NA	NA	NA	NA	NA	NA	NA
D2HGDH	NA	NA	-0.361095909458979	5.9858666270084	-1.11298296098438	0.283328145783224	0.727071657688411	-6.11006419325039	-0.0610781780104519	6.03045465732523	-0.423052714633	0.676529103099709	0.867975772300133	-6.5863016636045	NA	NA	NA	NA	NA	NA	NA	NA
DAAM1	NA	NA	0.119957382886433	4.92181827210734	0.381069399615422	0.708523640665677	0.915063006243739	-6.55984260642917	0.396523756743117	5.87044676675117	1.70138117214371	0.103534259560312	0.351305643008432	-5.28410035840694	NA	NA	NA	NA	NA	NA	NA	NA
DAAM2	NA	NA	0.82934313624492	1.84191310631805	1.28675975323057	0.217786865666525	0.679356026227577	-5.12873213050029	0.20016739049477	1.40209901606777	0.910844429957241	0.372646197942586	0.670814422075304	-5.75527247515535	NA	NA	NA	NA	NA	NA	NA	NA
DAB1	NA	NA	NA	NA	NA	NA	NA	NA	-0.240244271581724	-0.410263902792942	-0.564674179990956	0.578238241826798	0.812028237799208	-5.57794843566921	NA	NA	NA	NA	NA	NA	NA	NA
DAB2	NA	NA	0.518201212213602	3.3892817729628	1.47686309414138	0.160508909818254	0.622781885672757	-5.28387157962561	0.0304467367611614	3.61671584272285	0.110076382414536	0.91338702670113	0.966638910408038	-6.55853746392009	NA	NA	NA	NA	NA	NA	NA	NA
DACH2	NA	NA	0.395189459197428	0.867748991005568	0.565349990203344	0.580239278308935	0.866376925980269	-5.52977432109314	-0.218113704867192	1.29956426250659	-0.832996130458595	0.414158795077768	0.702389900997955	-5.80109896915326	NA	NA	NA	NA	NA	NA	NA	NA
DACT1	0	0	1.92649484667388	1.88704301016976	3.30410073230335	0.00484825790373	0.155578038536055	-1.94508055281407	0.651845889761403	1.07351550246364	3.23537286297155	0.00393985470868174	0.0508978406540694	-1.90855771154442	1	1	1.92649484667388	0.651845889761403	1	0	0.00668910906858025	0.0038691424037591
DAD1	NA	NA	-0.508446742113764	5.52472965749013	-2.31274317140413	0.0354271552147972	0.364509163143115	-4.30540340760875	-0.127957914107248	5.63338208841797	-0.786484729075606	0.440310915593878	0.718091509997582	-6.3719454355911	NA	NA	NA	NA	NA	NA	NA	NA
DAG1	NA	NA	0.413282376951398	7.26798359920652	1.97211505687253	0.0674291666667441	0.465717054928636	-4.95534169156662	0.140361783519364	6.80843930824053	0.712428376704926	0.483988697813933	0.75171272448405	-6.39160884394038	NA	NA	NA	NA	NA	NA	NA	NA
DAGLA	NA	NA	0.439133278024733	4.5811935918878	1.14761771709005	0.269197395535909	0.714362027736515	-5.91960671939325	0.495965679892171	4.87580665118429	2.9389097988862	0.00780449426395594	0.0762020681482735	-2.95168713483112	NA	NA	NA	NA	NA	NA	NA	NA
DAGLB	NA	NA	-0.182180004605327	3.77171636478718	-0.634698313536368	0.535238253508623	0.846108926365509	-6.22343390350592	-0.187060879330688	3.62119829402303	-1.81742090984996	0.0833549736671919	0.313417307188965	-4.99167532066955	NA	NA	NA	NA	NA	NA	NA	NA
DALRD3	NA	NA	-0.322796516220418	2.28555221174331	-0.773364857708247	0.451387316373741	0.817162380584051	-5.69792118174371	-0.370672950818923	1.76566723660699	-2.06307703224024	0.0516010504199854	0.2402112124551	-4.28920420819841	NA	NA	NA	NA	NA	NA	NA	NA
DAO	NA	NA	-0.23339833657385	5.2134281444936	-0.685193990019983	0.503729570726993	0.835839276278047	-6.42979657356709	0.295166565892935	5.01656623718428	1.27256105801766	0.216991874241857	0.521988620967533	-5.87631186012029	NA	NA	NA	NA	NA	NA	NA	NA
DAP	NA	NA	-0.170975716636188	7.31430112650224	-1.01452233567788	0.326505497981503	0.754872088097613	-6.25157510492714	0.046415254560384	7.89741313382105	0.45025076011799	0.657112784890609	0.858049456044063	-6.49109826998709	NA	NA	NA	NA	NA	NA	NA	NA
DAP3	NA	NA	0.00770116760359185	3.51681937220671	0.023527296730244	0.981541470969861	0.996268772900756	-6.36931776941791	-0.0662127383850573	3.88781343156297	-0.409473592703137	0.686311155344802	0.872599324267265	-6.51312665086046	NA	NA	NA	NA	NA	NA	NA	NA
DAPK1	NA	NA	1.13767792523253	3.34347054248951	3.77353018093911	0.00185612926778668	0.1097467924985	-1.21968351806154	0.104004041228127	3.29718956594819	0.713691760347383	0.483222963220125	0.751517945170967	-6.26010577461508	NA	NA	NA	NA	NA	NA	NA	NA
DAPK2	NA	NA	0.934610893188597	-0.296106068487929	0.846742193653651	0.410516442128544	0.798969872433967	-5.19812309488721	0.427269827611918	0.486024508224025	1.423587667899	0.169157539977483	0.459200989355729	-5.01308954222346	NA	NA	NA	NA	NA	NA	NA	NA
DAPK3	NA	NA	0.691058458591097	4.38899135599809	2.31720320494964	0.0351229924144542	0.363689571725175	-4.15380108137022	0.0702781432419646	3.62511372940638	0.47485437577817	0.639759407841811	0.849734745933288	-6.45058702245807	NA	NA	NA	NA	NA	NA	NA	NA
DAPL1	NA	NA	-0.6733977690135	4.64453737290797	-2.09331092512595	0.0538245362622896	0.433883538148882	-4.58726377159812	-0.191837671516712	4.97867987708931	-1.3854152537208	0.180369555703421	0.475557520931863	-5.73341429785796	NA	NA	NA	NA	NA	NA	NA	NA
DAPP1	NA	NA	1.48156444071238	0.245186401823843	2.25637442072688	0.0394906581156368	0.382128461163188	-3.61202981181885	0.12889326433486	-0.236036585649845	0.386892940082566	0.702702416927677	0.88095185680546	-5.70550301602525	NA	NA	NA	NA	NA	NA	NA	NA
DARS1	NA	NA	0.105755852054227	5.50895888934631	0.49423856865582	0.62833567299136	0.886850533482188	-6.57241912156208	-0.0494659660662213	5.44590034511493	-0.421156096624048	0.677891916446327	0.868538264557318	-6.59631428319485	NA	NA	NA	NA	NA	NA	NA	NA
DARS2	NA	NA	-0.490279792589334	0.940446480989851	-0.490830841162871	0.630687339765909	0.887485620150887	-5.5857743537741	-0.189863808726356	1.72160930876891	-1.1597404478076	0.25908509454875	0.56788156673236	-5.57256266450236	NA	NA	NA	NA	NA	NA	NA	NA
DAW1	NA	NA	NA	NA	NA	NA	NA	NA	-0.89438326765305	-0.277737610752884	-3.45244874775574	0.00236773360068444	0.0371339106215553	-1.40366626636727	NA	NA	NA	NA	NA	NA	NA	NA
DAXX	NA	NA	-0.455954739360406	2.43815946000945	-0.63935638430537	0.532286337843746	0.845267019123066	-5.85801634298985	-0.0729306838167236	3.68647847911566	-0.510367594162013	0.615081577763572	0.835085826333717	-6.44119945938967	NA	NA	NA	NA	NA	NA	NA	NA
