Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
DNAJA1	3.98018249929316	5.41627665523001	12.350011139332	1.03849005945274e-08	0.000135699496068689	9.95357986719666
AHSA1	3.75640665016709	4.57991414207133	11.3486852284847	2.94399761422889e-08	0.000192346084125644	8.86054277580047
CHORDC1	3.90657470307113	6.02640331851575	10.0590072202742	1.2669634400485e-07	0.000551847042370457	7.89545615913077
LOC116515182	5.69368417189541	10.2362972408987	9.44099496061458	2.68848632034071e-07	0.000878261268697302	7.2519667828479
BAG3	4.72251246905907	7.66987396138008	8.81920783669922	5.95663204747839e-07	0.001556706219288	6.49931495015532
HSPB6	7.18609234194588	8.04573592083175	8.60107096979553	7.95133885685129e-07	0.00173166908070793	6.19150586659145
HSP90AA1	7.5996876462915	9.52108089924136	7.69699223915974	2.78929118624868e-06	0.00520680970438735	5.02177239347583
HSPA8	6.68083157081306	6.67365042617934	7.44502692083648	4.02731231524014e-06	0.00643667888233749	4.63888780084709
HSPA2	8.43301145984066	9.04432961265703	7.36018519719758	4.56573186511959e-06	0.00643667888233749	4.54401856642149
DNAJB1	5.50784576877733	7.49023664227938	7.30914555199818	4.92590409607216e-06	0.00643667888233749	4.47473105510911
SIK1	3.26373220989274	7.48899625806805	7.03570151391987	7.44116126812257e-06	0.00883942311732342	4.06958123137233
HSPD1	1.87411903341146	8.26492062139362	6.91664571142692	8.93247638701629e-06	0.00911085307800176	3.88760886751591
HSPH1	8.29816461631385	3.38252674027131	6.9071616415228	9.06413790571844e-06	0.00911085307800176	2.72500457697012
LOC116503370	4.87951221115221	3.05361125955338	6.79135679203345	1.084774093013e-05	0.0101248164810006	3.25084862468503
JMJD6	3.69491970362957	3.13592310797546	6.72968026495749	1.19455579036157e-05	0.0104061736751031	3.43356968728791
DNAJA4	9.27155997966281	5.03640495471895	6.51740829524208	1.67111698192917e-05	0.0136478035017928	2.54015786881281
LOC116507123	3.13089374218474	10.7708786145269	6.33030937500567	2.25803462185242e-05	0.0166243358302996	2.98633413791346
LOC116504155	-7.37738390790097	-1.19038314086694	-6.32163647589289	2.29002865956526e-05	0.0166243358302996	1.56747795215611
SERPINH1	2.92405067740835	3.89024222934652	6.2431760432569	2.60209741195726e-05	0.0178955825694976	2.85593571048787
TENT5B	3.2017429213983	4.83876865443548	6.01192571522077	3.81069829408763e-05	0.0238087708405912	2.50987652109194
LOC116519247	10.5808646941035	3.29124149540299	6.00947126494568	3.82631198938099e-05	0.0238087708405912	1.60522913908769
AMOTL2	2.71730721303907	4.80134438317524	5.61390973816714	7.47706226349769e-05	0.0444103511805111	1.850216334489
PARP2	3.32389007477886	2.7630567259349	5.4308463008101	0.000102700726122776	0.0567738990612947	1.41094372127757
CDS1	2.27797516795394	3.03855619620075	5.41736341972767	0.00010514898930566	0.0567738990612947	1.55290946768179
GPBP1	1.72262313068332	5.74764632333645	5.39879602824254	0.000108620760429507	0.0567738990612947	1.43926051281445
P4HA2	2.44282977828854	3.42019840437565	5.35434724285809	0.00011742724414837	0.0590162230494905	1.45043273719699
LOC116520666	2.78597612355059	7.34764530292111	5.29942577246496	0.000129349147572939	0.0602324048269124	1.25053406471608
RIPK4	2.35245268971951	5.25147355079682	5.2918561694568	0.000131088776097004	0.0602324048269124	1.28024261892455
PLOD3	1.68209375191004	6.54472740566719	5.28079164186633	0.000133675651640044	0.0602324048269124	1.22239917264639
ACTL7A	3.90709104142975	1.4053447245698	5.259371011237	0.000138836296709486	0.0604724629700953	0.863147571393593
OTUD1	3.24993539867521	4.68850681907969	5.20297229579097	0.00015344233551809	0.0624204310928342	1.16124156343601
AKAP8	-1.79400427051056	4.05967513472864	-5.18288450766455	0.000159024172508757	0.0624204310928342	1.14822770892399
LACC1	2.78945861204208	2.69723505153733	5.16537744577049	0.000164061487414761	0.0624204310928342	1.1359827805258
DNAJB4	2.49907252585111	4.01391858641809	5.16308167855496	0.000164734278438463	0.0624204310928342	1.11628319866245
TMEM201	2.2637379979801	3.39376044931106	5.15477302736996	0.00016719331814871	0.0624204310928342	1.1157305693582
CSF1	2.7049697285802	2.36299483819386	5.0826658618673	0.000190209796655932	0.066512521540706	0.994912690367527
LOC116503347	2.84320177300855	8.67078248741776	5.07990114725387	0.000191155380489748	0.066512521540706	0.862955063244857
LPAR5	4.45815791568925	-1.4125565563623	5.0594394382213	0.000198307595870287	0.066512521540706	0.000574903636082702
DUSP4	3.2145036043509	6.06986382192541	5.05885913560422	0.00019851445167885	0.066512521540706	0.849643825838872
AP1M2	5.37470629771828	-1.91435866502766	5.03164849617789	0.000208470577564821	0.0681021259259878	-0.0904184914594914
LOC116516769	5.10396678009008	-2.25600115682446	4.89262059579122	0.000268093678578985	0.085403380823305	-0.271881370718884
TACC1	1.78888938194297	3.32079789335275	4.87963115671077	0.000274503864282453	0.085403380823305	0.639113078146964
KCNG1	4.96373880728935	-2.32763839551179	4.86200733870604	0.00028345658841256	0.0861378428089982	-0.323394065227394
CD74	2.07191133793252	6.54836087270879	4.80569746287996	0.000314148436490141	0.0932949459003788	0.369785075540346
TAGAP	3.59683228016349	-0.347916005342373	4.76165880992392	0.000340544631602402	0.0988865933588575	0.0267986123546962
OSGIN1	3.3552332434594	4.3704702731181	4.74540837291412	0.000350856982918609	0.0989651052586536	0.401923332046715
SYDE2	1.2870606490642	5.13456552836506	4.73754555996943	0.000355962343855263	0.0989651052586536	0.290242694235383
GLI2	2.90908737240056	3.46071229719428	4.71786515289681	0.00036908132130009	0.100474700529756	0.381694273390891
LOC116504477	-4.69678912326292	-1.39749675118576	-4.69752440893912	0.000383167954584712	0.102180727807315	-0.445514965786233
DUSP1	5.18262204779699	5.17644116624151	4.65482970993657	0.000414576500691182	0.106227051456177	0.223358502519513
SMIM22	4.12413273847096	-0.0503408548513422	4.63358328156192	0.000431188552925429	0.106227051456177	-0.264843719215918
LOC116513883	-4.51688443147648	-1.66498319524034	-4.62835040652877	0.000435384779687099	0.106227051456177	-0.290825992435464
LOC116518964	4.11579611836782	1.35239805147156	4.62491603302864	0.0004381617450508	0.106227051456177	0.00682629513692223
CSRNP2	1.86116555604708	3.31753467117445	4.62389808927282	0.000438988350702807	0.106227051456177	0.200334817917923
LOC116514289	-4.11062556061817	-2.27802403852853	-4.59967986030211	0.000459137663669223	0.109082760930286	-0.574627326810648
DEDD2	-1.38712243642743	6.49263611749062	-4.55940530637443	0.000494790240592157	0.115454001318174	-0.0775203415993166
LOC116520550	3.5302398733483	0.648977021866507	4.54085410226822	0.000512163904602437	0.117411328797194	0.0368427677980314
ZNF395	-1.75833922055775	5.24848292628992	-4.5171910740148	0.000535244144409669	0.118821966934469	-0.107808048184004
LOC116515692	5.69299647779588	-1.42164702369706	4.51593005057954	0.000536503868457464	0.118821966934469	-0.483962217913281
LOC116504324	4.31413416083047	4.24244249247916	4.49960096826778	0.000553095540618779	0.119666754238064	-0.0270235033426944
SLC25A25	3.42560243769044	3.12670675165881	4.4942624758378	0.000558634117128791	0.119666754238064	-0.0115136074474753
TMSB4X	1.37298601458056	6.4622708342191	4.47238134166027	0.000581940645511078	0.12260014574923	-0.244383439471376
MFSD2A	5.84595483553258	-0.71603611037403	4.45708670443729	0.000598825884212123	0.12260014574923	-0.699022813654987
LOC116522472	2.95206714717538	4.23952438206385	4.45561669271575	0.000600475191547466	0.12260014574923	-0.131736524853006
LOC116520850	-1.9452094173166	3.02732220137118	-4.43622245761306	0.000622679149170679	0.125045277327321	-0.0937854065307873
LATS2	1.76643169669418	4.67488142952015	4.42343938425906	0.000637775855084385	0.125045277327321	-0.249392051215343
LOC116512183	2.16992477944646	2.10300574731012	4.41631091860332	0.000646358004951874	0.125045277327321	-0.127724373494394
KCNJ2	4.59286662624336	-1.12720756542032	4.41271754596078	0.000650729230753643	0.125045277327321	-0.866092443356268
RND3	1.96677376509091	6.05728967648914	4.40185602103076	0.000664128226566508	0.125770486036878	-0.352472696818105
RSRP1	3.55547138321496	2.39634643308972	4.38242783265678	0.000688809284951675	0.128581013235193	-0.186685078079641
LOC116515251	4.57133327207479	-0.369600943701787	4.35557914502305	0.000724482782186697	0.128638839200274	-0.712113089222806
LOC116507275	1.64152586230111	4.5850166700448	4.35200219067651	0.000729377141831563	0.128638839200274	-0.366374999385062
LOC116520594	2.56287478207947	2.11830804492509	4.35030808504765	0.000731707067881963	0.128638839200274	-0.255643452888419
LOC116513882	-5.29142542942112	-0.739409770800289	-4.34168323220241	0.000743688389111351	0.128638839200274	-0.496816917848339
DCN	2.25651233982117	4.11309473904831	4.33822930514451	0.000748542957171409	0.128638839200274	-0.366493972015365
SEMA3E	5.62974350298201	-1.17555910527958	4.3366329004908	0.000750797756037957	0.128638839200274	-0.850882795921506
MTHFD2	3.18754001340382	4.97604962534758	4.3234419797365	0.000769698719019469	0.128638839200274	-0.425072129758604
EFNB2	1.94098310964538	2.3386592802485	4.32300700052753	0.000770330271424329	0.128638839200274	-0.289470767278469
ANXA3	5.20564095270457	-0.276816582528372	4.31794441245876	0.000777720080877146	0.128638839200274	-0.685941193165177
HBEGF	4.3920601559697	-1.57192283782115	4.30325918820021	0.00079957166245371	0.128805854719632	-0.836950360567151
ABI3BP	2.92212508523243	1.76259227092824	4.29912551737708	0.000805835837472301	0.128805854719632	-0.350141011232013
PLBD1	4.13838182256684	-1.23189773687849	4.29750729371184	0.00080830183569372	0.128805854719632	-0.633042753645175
LOC116514394	4.78479452973786	-1.01631630903168	4.28607511112695	0.000825945969380833	0.129508671377164	-0.801059501755905
DBNDD2	4.51080734712732	-0.929091285841701	4.27994623418338	0.000835567839623712	0.129508671377164	-0.882117860576291
AMD1	1.31078874065225	5.84433157169789	4.2756096047292	0.000842445631519011	0.129508671377164	-0.588416225192148
LOC116507273	3.6939973795916	3.66834053851734	4.24887502992421	0.000886151960970142	0.13185047146437	-0.468929475037732
PPID	2.34395304505794	3.91534714601742	4.24832454729339	0.000887076014486965	0.13185047146437	-0.507564459381727
GADD45G	3.44938912521529	3.67320364609975	4.24780448665192	0.000887949911139861	0.13185047146437	-0.501124672529051
PLAUR	4.43483780173499	-1.61198642296381	4.23780822758352	0.000904920500117289	0.13185065913216	-0.980692271957609
ANXA1	1.72152710339409	4.72092086451867	4.23593831448437	0.000908131883515296	0.13185065913216	-0.612374043654576
TMEM139	4.56910703132696	-1.93907776621172	4.22324096038225	0.000930250435172458	0.133577828971412	-1.08692285553049
RNPEP	1.56784902097741	3.16573282756371	4.18974167390969	0.00099130196380705	0.139597223809406	-0.545145123064385
APOLD1	4.17401867108125	-0.763587721291413	4.18855611809465	0.000993536528221835	0.139597223809406	-0.913484337676779
OLFML3	2.01374226108497	2.05000658704707	4.17197849467049	0.00102532998508366	0.142531775692428	-0.545797083955666
SLC39A1	-1.45021342850106	4.22941934821977	-4.16463830779833	0.00103973930055996	0.143013404635968	-0.684000903471373
LOC116517258	5.07841756597284	-1.54171322649277	4.149347452022	0.00107042775142012	0.145700827372986	-1.13944392591463
TAP2	1.57190404488454	3.82732868401636	4.12098397861899	0.00112983766168277	0.152201945620709	-0.794483486478927
LOC116509245	2.92079015218785	6.1441660842247	4.10494880629099	0.00116491113847327	0.15244604914186	-0.905139776065734
LOC116513538	1.79807089318475	2.16299786293257	4.10424045779943	0.00116648600465777	0.15244604914186	-0.663156210166115
MYO9A	1.27731404252016	4.10800557789416	4.1041671176072	0.00116664918605541	0.15244604914186	-0.825617908033806
ADGRE5	1.64997521220537	3.26265891710624	4.09500623548964	0.00118721725402346	0.15359770156757	-0.750236156440593
LOC116511461	4.72350961097913	-2.05182128934348	4.08376115841126	0.00121297391986765	0.15389878026609	-1.24409351616548
CKB	2.61731738592977	3.07481317388557	4.08370682735302	0.00121309974496114	0.15389878026609	-0.73979628715345
ARHGEF15	3.09429772987694	0.103967111753948	4.07314223076648	0.00123782223227328	0.155525222203029	-0.903142780553319
LOC116511585	-1.67308772778301	5.10161435890767	-4.06797258183461	0.0012501074102128	0.155572890754768	-0.934461101334781
GLT8D2	4.13119089603746	-1.16287270968046	4.06116319337336	0.00126648017185648	0.156123550996685	-1.15798456095588
IRF1	2.636222979236	2.20724401760751	4.03304117085421	0.00133645885193796	0.160960697260737	-0.844846059736129
STIP1	1.10536731143299	7.78971793344342	4.02239456949283	0.00136397417777302	0.160960697260737	-1.09364661341221
LOC116519881	1.23126193488921	5.2161727841292	4.01615140429319	0.00138037820564424	0.160960697260737	-1.05980271812116
CX3CL1	4.75864588552742	-2.22586284838041	4.01244771880894	0.0013902049896441	0.160960697260737	-1.32740608154116
TIPARP	1.61150797585729	2.98466107514305	4.01199272578854	0.0013914171251858	0.160960697260737	-0.862370071467412
ANO1	4.65327213894576	-2.05744985103984	4.01128661613878	0.00139330039628661	0.160960697260737	-1.33402657517644
ELF3	3.10595258483184	2.08555774959649	4.01064140041288	0.00139502353735847	0.160960697260737	-0.82300049455254
LOC116520136	6.3898067984885	3.96769861281288	4.0071951891587	0.00140426413773046	0.160960697260737	-0.83889732360049
PLK3	3.53666252379561	1.14853726579446	4.00234362913314	0.00141737927605527	0.161051260871427	-0.862071162456143
LOC116506158	7.80715760487246	0.264858266842657	3.9905371051925	0.00144982175099506	0.163317420864246	-0.950928950606372
RFK	2.10389932246494	4.26760451563014	3.98066976479567	0.00147751786334595	0.165014751455911	-1.02617643860868
MFAP4	2.70518428956426	2.9225832032709	3.97291385367541	0.0014996669212899	0.166069047970298	-0.964692067897774
MRC2	1.5768325794236	2.60083762552105	3.96031020305039	0.00153638663368637	0.168705581028401	-0.964948152179432
DPT	2.50346775662332	1.57265131060513	3.93895283065099	0.00160072107877552	0.174305186136331	-0.944695307988283
BTG2	3.57835838570799	7.43533724538208	3.93428214964035	0.00161515352514317	0.174423232339221	-1.24486613889944
CCDC71L	3.44884747997435	3.24641406824741	3.9254330976642	0.00164286274890692	0.175961373278415	-1.00499087033912
LOC116508446	3.37993691310185	2.82269755177079	3.90636504859111	0.00170423302639362	0.180410703705959	-1.00257304888638
LOC116521004	3.75218663483538	4.64402448986783	3.90399674747727	0.00171201708575334	0.180410703705959	-1.10855818874844
HSPA4L	3.20459312047536	2.51138460998153	3.89064228550195	0.00175659446675311	0.182793815083981	-1.0372104237294
LOC116520556	3.7645507337822	-0.414774400352588	3.88886678589561	0.00176260968092	0.182793815083981	-1.14967466500203
NES	4.8096863320969	-0.541560973610472	3.86950048614188	0.00182960185049255	0.187238141697607	-1.39843317886603
AVPI1	1.46168528714229	3.84890393351557	3.86821973724087	0.00183412276247752	0.187238141697607	-1.21377982423069
LOC116516691	-4.47455448869367	-0.988551270564121	-3.86107639419321	0.00185954784232388	0.187779576948881	-1.46496266450094
TOB2	1.74220016583012	7.55121426580052	3.85496925853879	0.00188156964945713	0.187779576948881	-1.40888794046657
PRSS53	4.07118268444401	-0.214891194720863	3.85430383542069	0.00188398511874497	0.187779576948881	-1.2971184974861
SPRY3	4.62135531345452	-2.26223422195656	3.85075834581377	0.00189690856028563	0.187779576948881	-1.53676034192523
ANKRD12	1.19936205216489	5.00661913732791	3.83156575883701	0.00196845159853171	0.192313625784219	-1.38961356685712
LOC116507819	-7.08827502673942	-0.490363374738067	-3.82898550296485	0.00197827738339012	0.192313625784219	-1.38656941080732
RGS19	2.49232838993763	1.73347307485993	3.82327890692333	0.00200018634897714	0.192313625784219	-1.14452862143839
FAM83H	-1.07565721369985	4.58835558435703	-3.82291791837113	0.0020015805545767	0.192313625784219	-1.37864612224185
NR4A1	5.88458145614036	4.52500958098963	3.8121928903306	0.0020434574044516	0.192333409912592	-1.20145623566694
PHLDB2	1.69260430111266	3.44142507069003	3.81215355899749	0.0020436126085354	0.192333409912592	-1.29027180593745
MYOF	2.13077215287613	1.28024790324445	3.81156323233862	0.00204594352015385	0.192333409912592	-1.17696079270468
LOC116511381	-5.42144809939372	1.05559843796966	-3.80105427650592	0.00208789439700734	0.194875114897821	-1.3186673360819
ATP1B1	1.37545650346861	5.63525538087194	3.79298191675068	0.00212071262718607	0.196534410634329	-1.48660442340338
ZFP36	2.57454113109094	5.3524176582148	3.78569710199237	0.00215077976685202	0.197917177559544	-1.47973299783841
TBC1D1	2.7672423668975	1.24892490178575	3.77578376955285	0.00219239412088495	0.199935927439176	-1.22506102554854
CREB3L1	1.45055811509278	2.49609205365874	3.76092021544489	0.0022563292999663	0.199935927439176	-1.29564568204263
CBFB	1.91966569571196	2.41562837479446	3.75972526012047	0.00226155103044167	0.199935927439176	-1.2759274816143
ETS2	1.89280440713778	6.2271356774542	3.75357604433757	0.00228861696331926	0.199935927439176	-1.5825237464882
FYN	2.47390494926695	1.16718758838116	3.75325982071843	0.00229001770308375	0.199935927439176	-1.26609115207347
RBMX	0.979134498561232	6.53864503519521	3.75270660997416	0.00229247029486026	0.199935927439176	-1.5994938401271
LOC116507450	4.04220373424082	0.278401603308888	3.75210061609895	0.00229515995997502	0.199935927439176	-1.38735893310989
RABEP2	-1.90816862221781	4.83489857616208	-3.7504907271299	0.00230232094676729	0.199935927439176	-1.4944765446852
PRAG1	5.54429603659833	-0.563427776447363	3.7486749273611	0.00231042512002109	0.199935927439176	-1.50319993661454
RGS1	3.70232981426607	-1.00478511891894	3.74171096662027	0.00234177615090475	0.201315716867581	-1.53277675040313
SERPINE2	1.75311359850201	1.90881066573876	3.72299800371629	0.00242817968353764	0.207379241338473	-1.31839407213288
LOC116507951	-4.469870615407	-0.227298223158318	-3.71905686166694	0.00244678635266899	0.207549175336332	-1.5602394553521
LOC116518168	2.01923663316204	2.76195372947348	3.71457533180104	0.00246812037121998	0.207549175336332	-1.383020087396
ARHGAP31	1.65253501730359	3.3559537312443	3.71255081894938	0.00247781980197963	0.207549175336332	-1.45540485137603
ZSWIM6	1.44841058765077	3.11982047266006	3.70445976619782	0.00251697218125444	0.209485831162113	-1.44224630241345
LOC116502577	-4.10949273608017	-1.75720625002093	-3.70023771770553	0.00253765145909817	0.209767111526019	-1.54535474951203
TUBB6	1.47205741087319	3.14734286229184	3.69723607242441	0.00255245815662638	0.209767111526019	-1.44484055628886
DYRK2	-1.59302732174453	3.07536598461084	-3.68066276492609	0.00263580571047726	0.214706400377998	-1.41766492223228
SLC5A3	1.99045893716359	2.2025935646463	3.67878491467697	0.00264542209082863	0.214706400377998	-1.4179174194749
ZDHHC15	-1.12694826358929	5.06974692873871	-3.66604146544245	0.00271162819357589	0.218721269169483	-1.69204139246632
SP2	-1.18741225811237	3.54477539904214	-3.65211853697678	0.00278588584637132	0.222318338873124	-1.56196159462315
COL6A3	1.37073296001639	5.4496306581477	3.65131187820017	0.00279025082843747	0.222318338873124	-1.75040664380007
LOC116520141	6.17561092259566	2.55872191002469	3.64752479945139	0.00281083632180229	0.222601201315094	-1.52900446427236
B2M	1.66838997127561	7.40188483440285	3.64209080301009	0.00284064333582293	0.222974831532546	-1.81442310391414
HK2	2.09949109174768	1.61782848247905	3.64045438933886	0.00284968216621529	0.222974831532546	-1.50498360709491
TRADD	1.78727082274458	2.27735057902517	3.63378589529488	0.0028868185260276	0.224536057616683	-1.48994304329576
LOC116505452	6.79151327912885	-0.418021917193735	3.62572162401471	0.0029323838860373	0.226228795797098	-1.6884511650516
ROBO3	-2.45546943338724	3.36739513280662	-3.62382466267849	0.00294320772063264	0.226228795797098	-1.67917604102632
LOC116513678	3.24545393688355	-0.237403189716328	3.61276980937398	0.00300709571890806	0.229787834847788	-1.62458774031996
LOC116515452	3.94273564725793	-1.18410713544305	3.59674043249437	0.00310223659738954	0.23567980010517	-1.64014948146066
LOC116503250	2.32039539901444	1.83118682683116	3.59244945452187	0.00312821867295415	0.236279961846774	-1.58867168514161
LDLRAD4	1.44177639698009	2.8252255869127	3.57285999173675	0.00324966100183756	0.243339477946049	-1.66112013465835
TRH	4.62378745154851	-1.26413591088444	3.56839157998669	0.00327802417886002	0.243339477946049	-1.82838166429726
LOC116519180	1.23790839306007	6.20431827637787	3.56651693804006	0.0032899978965097	0.243339477946049	-1.94463672415534
LOC116502747	-3.65818369632046	-0.634775947156535	-3.5627011855469	0.00331450674346425	0.243339477946049	-1.78347855542508
LBH	1.93096493859601	3.91232219649495	3.56182008849939	0.00332019228928388	0.243339477946049	-1.7943362945554
TGFA	3.46333272151253	0.995139184830384	3.55977644757702	0.00333341750611026	0.243339477946049	-1.63368714846218
MMP2	1.70541649327353	3.82554271865554	3.53400494834456	0.00350483959653695	0.253620506934936	-1.86941194603709
LOC116522702	2.17582830337408	2.76992568842459	3.53279957349139	0.00351307199473662	0.253620506934936	-1.69747030253731
LOC116503395	2.30081751207115	4.09612898688566	3.5298632948671	0.00353320789263973	0.253672678753425	-1.878958899032
LOC116516509	5.08448883692744	0.449087471070633	3.52503345599798	0.00356658313186883	0.253975459159504	-1.75641458758057
MRVI1	3.91182833417647	-1.19594966493066	3.52363618055655	0.00357629788668774	0.253975459159504	-1.8594846530939
ST6GALNAC6	1.11555026141455	4.31826775169773	3.51965122019792	0.00360415098032094	0.254527833038329	-1.90581966708209
LOC116504712	-3.57574539800819	-2.10549159453758	-3.51696735978339	0.00362303336229656	0.254527833038329	-1.90365502446254
BCAR3	4.57511518138701	-1.52704732445945	3.50411867981174	0.00371482419990204	0.259580790481925	-1.97904047939331
LOC116503202	3.44083116180288	0.124026887023135	3.50091246702235	0.00373809320365237	0.259817361128327	-1.8077950590101
SLC16A5	1.93687148170923	3.97394173076072	3.48946506578003	0.00382237954019868	0.262709910547403	-1.88581532286408
LOC116509577	3.44072047244882	-1.40133419683928	3.48814690047718	0.00383220744605773	0.262709910547403	-1.87515500941715
SPARC	1.91555400823359	6.83211927652995	3.48430498113915	0.00386099753743166	0.262709910547403	-2.10739003905834
LOC116518043	1.28802122329422	3.26387070070952	3.48180960124104	0.00387981391827774	0.262709910547403	-1.89914828659835
LOC116505783	-4.08928115248155	-1.70490970606329	-3.48175408056848	0.00388023362176849	0.262709910547403	-1.97950439569816
LOC116502998	-4.22499156755021	-0.728779560750385	-3.47885249109991	0.00390223179685133	0.262837437574517	-1.96384495116624
LOC116520595	3.07468769454722	1.13046194269162	3.47251323491698	0.00395073109640416	0.264095472733304	-1.7367820411933
HSPA5	1.5508803657067	5.2240442641655	3.47103218230835	0.00396214943038994	0.264095472733304	-2.06230193440723
KCNK1	3.30084616373178	-1.7505177794426	3.46852665361101	0.00398154190927227	0.264095472733304	-1.9290678534049
EFHC1	2.56795928294111	-0.450277371052542	3.46484816976767	0.00401018648731911	0.26430669484483	-1.82024003826965
