Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	E_FC_08	E_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
AARS2	NA	NA	-1.09051198521256	2.81545716209378	-1.47080972621577	0.16184498843393	0.734198105676325	-4.90342221420622	-0.0823667618437711	3.66406115871857	-0.907555194814298	0.374278583014962	0.987533224507549	-5.92555421851968	NA	NA	NA	NA	NA	NA	NA	NA
AASDH	NA	NA	-1.44167358163512	0.429873669902066	-1.68150981814136	0.113195831343238	0.714300299650676	-4.35714746383975	0.377703919977866	1.4037995915424	2.14328661593261	0.0437988679923003	0.870948992743429	-3.92847371157784	NA	NA	NA	NA	NA	NA	NA	NA
AASDHPPT	NA	NA	-0.161298095924588	1.05335867655223	-0.2415415592987	0.81238030780524	0.955823292102563	-5.55311455536213	-0.0294162389903712	1.91072186029985	-0.173467751118881	0.863923589290344	0.995210937660398	-6.03095116266378	NA	NA	NA	NA	NA	NA	NA	NA
AASS	NA	NA	0.197034545596788	6.29052923104034	0.835601035797016	0.416388017166892	0.830241159186879	-6.23902234110756	0.0578941470879375	6.43923029880452	0.503626793976076	0.619698522990344	0.995089477239615	-6.32187166921534	NA	NA	NA	NA	NA	NA	NA	NA
AATF	NA	NA	0.310797355941104	5.26136465625409	1.04017714911804	0.314604714221586	0.793696373893279	-5.97081730676871	-0.11385402403443	4.84200333584995	-0.739224190748937	0.467848948483194	0.99391695072911	-6.1644793654506	NA	NA	NA	NA	NA	NA	NA	NA
ABAT	NA	NA	0.103557209573762	4.65019388697444	0.191835649247037	0.850423314390328	0.965442945059965	-6.40149431461135	0.318526005410378	3.42618917749583	1.25838299879926	0.221887933814311	0.977164761055687	-5.52901801176992	NA	NA	NA	NA	NA	NA	NA	NA
ABCA1	NA	NA	0.0431937176227883	7.52050169180716	0.184112067600193	0.856371877373989	0.966482592228857	-6.61631693285832	-0.0422333050346637	7.24639816557047	-0.35959455850784	0.72269495963203	0.995089477239615	-6.36278702114158	NA	NA	NA	NA	NA	NA	NA	NA
ABCA12	NA	NA	NA	NA	NA	NA	NA	NA	4.08620563332053	-3.82272711312498	2.01708954621645	0.056479069864767	0.891978850893067	-4.12452879074089	NA	NA	NA	NA	NA	NA	NA	NA
ABCA2	NA	NA	-0.261104416101544	6.73822303556661	-0.715635696632126	0.485121220467926	0.856769309466391	-6.3488497228119	0.111707771510884	6.60445783262977	0.324886954917173	0.74843961820177	0.995089477239615	-6.39328296306891	NA	NA	NA	NA	NA	NA	NA	NA
ABCA3	NA	NA	0.518714350715096	3.31294642357844	0.743978740352412	0.468293613213249	0.851552808266497	-5.86188150473543	-0.109702801298783	2.04867984662095	-0.348935523390735	0.730567319882463	0.995089477239615	-6.01175109387604	NA	NA	NA	NA	NA	NA	NA	NA
ABCA4	NA	NA	NA	NA	NA	NA	NA	NA	0.0572175824549397	-0.734787784324023	0.15376773439887	0.879242068814205	0.995833667942703	-5.44802030062305	NA	NA	NA	NA	NA	NA	NA	NA
ABCA5	NA	NA	-2.37266378556203	1.92187936353895	-3.73312444162459	0.00197415814167092	0.548892061881352	-1.22228612466848	-0.286707635713401	3.34672342074509	-1.66202568460727	0.111172328535362	0.941765024997148	-4.98078920565604	NA	NA	NA	NA	NA	NA	NA	NA
ABCB1	NA	NA	-0.326870454479423	6.48338673053896	-0.794590125545787	0.439145849460728	0.839917859324259	-6.27705419404015	0.151807143676581	5.1670122520541	0.500685954985593	0.621732365375002	0.995089477239615	-6.32497259469369	NA	NA	NA	NA	NA	NA	NA	NA
ABCB10	NA	NA	-0.162681901009435	4.62895854648898	-0.535825664296569	0.599872713629629	0.895673720964402	-6.26900094347274	0.011996597193435	5.31411535188369	0.112060730909549	0.911825791900353	0.996449892399713	-6.449832646224	NA	NA	NA	NA	NA	NA	NA	NA
ABCB11	NA	NA	0.10964058429656	8.50351246879954	0.414885732067689	0.684052096908991	0.923978219259508	-6.5501008440492	0.104752577566197	8.32387198543597	0.862363728920272	0.398103761200821	0.987533224507549	-6.01545064064214	NA	NA	NA	NA	NA	NA	NA	NA
ABCB6	NA	NA	-0.118882458397874	4.78647177132883	-0.46444939110939	0.648942671224283	0.913744614393737	-6.33400842444172	-0.0210103515039801	4.91112218686354	-0.146917280682245	0.884580592132171	0.995833667942703	-6.43206524101098	NA	NA	NA	NA	NA	NA	NA	NA
ABCB7	NA	NA	0.0941479584354781	5.77457697413341	0.493884417130656	0.628484700408035	0.905687516496407	-6.43519978636156	0.198281930934897	5.19854308172972	2.10381252231852	0.0474579742290315	0.878789419641098	-4.40422219891629	NA	NA	NA	NA	NA	NA	NA	NA
ABCC10	NA	NA	-0.717999647262469	0.383699867899082	-0.912770843930079	0.375686987744619	0.813302715263381	-5.12765645333077	-0.103207778844676	1.64324930051338	-0.471359667823895	0.642181501201492	0.995089477239615	-5.88610429198671	NA	NA	NA	NA	NA	NA	NA	NA
ABCC2	NA	NA	-0.0265437542785278	8.8698352578569	-0.0967107320600493	0.924226292587511	0.982577899702303	-6.63361305758242	0.149522215544107	7.75995387608865	1.43600111265296	0.165543175037811	0.968970250341442	-5.40752411092082	NA	NA	NA	NA	NA	NA	NA	NA
ABCC3	NA	NA	-0.465296252102685	3.38424467497379	-0.628909089244348	0.538793958151609	0.874586416294047	-5.86614031602661	-0.182119915870357	3.39552025981633	-1.07464407464743	0.29457105184657	0.987533224507549	-5.73035459069964	NA	NA	NA	NA	NA	NA	NA	NA
ABCC4	NA	NA	-2.05727889434037	-0.369455245130348	-2.32012478967982	0.0347167820392851	0.682223222198373	-3.49996036225852	-0.0604834835365016	0.729929629670368	-0.205821521197873	0.838887020559559	0.995089477239615	-5.7922434772586	NA	NA	NA	NA	NA	NA	NA	NA
ABCC5	NA	NA	0.510060700608145	8.56694293500102	1.37948923277212	0.187804696137479	0.741718575124302	-5.70169650874313	0.0412687785892771	7.81882227199321	0.157089073170778	0.876655866646606	0.995833667942703	-6.3943820296739	NA	NA	NA	NA	NA	NA	NA	NA
ABCC6	NA	NA	0.256166435962137	6.88882674037507	0.950792595284302	0.356660600076256	0.805458589041156	-6.16182622289041	-0.12846706855973	7.00085780853832	-0.722267855622567	0.477994196637934	0.99391695072911	-6.17369708845236	NA	NA	NA	NA	NA	NA	NA	NA
ABCC8	NA	NA	-1.29879739530785	2.67807694962571	-1.94000430197313	0.0712641449130954	0.712949779610481	-4.21614465191912	-0.236510758284961	3.11867695518159	-1.03255181078275	0.313408976875012	0.987533224507549	-5.73356408866636	NA	NA	NA	NA	NA	NA	NA	NA
ABCC9	NA	NA	-1.80738104995984	1.14898113342793	-2.38870891040127	0.0303724799768926	0.682223222198373	-3.41394549598104	-0.264438154225835	1.48930832369021	-1.15007153189731	0.262877936650516	0.987533224507549	-5.33786251288165	NA	NA	NA	NA	NA	NA	NA	NA
ABCD1	NA	NA	0.0832634392541456	5.89100172932867	0.333903318761962	0.743038239414538	0.938645016644536	-6.51208023724811	-0.125972428404543	5.44087809995322	-0.80526462926313	0.429575101171546	0.989431845337628	-6.13219735811471	NA	NA	NA	NA	NA	NA	NA	NA
ABCD2	NA	NA	-1.49130915224944	-1.10922783989035	-1.40738380712645	0.179536822928934	0.737920603128867	-4.57593076449321	0.690378170760382	-1.03306658363498	1.33263449695333	0.196749123453478	0.977007808905936	-4.67060790917667	NA	NA	NA	NA	NA	NA	NA	NA
ABCD3	NA	NA	0.154176443796654	6.62649749125294	0.657011440679106	0.521048792712566	0.867795362879746	-6.38891733695359	-0.0596631954928979	6.77892649240882	-0.459209389337249	0.650741071427959	0.995089477239615	-6.33582781272968	NA	NA	NA	NA	NA	NA	NA	NA
ABCD4	NA	NA	0.114483992963582	4.04278767014231	0.33912010395215	0.739183018886241	0.938135687426133	-6.25753514097846	-0.181546496380083	4.42635102235268	-1.1186445974887	0.275763452631527	0.987533224507549	-5.79342435497532	NA	NA	NA	NA	NA	NA	NA	NA
ABCE1	NA	NA	0.150343693689021	6.71351746187624	0.642806038809651	0.529977176719133	0.870545458794475	-6.40167192714175	0.261425392171141	6.37540672614887	2.19571064464696	0.0393341398198862	0.852298756367534	-4.23816127213523	NA	NA	NA	NA	NA	NA	NA	NA
ABCF2	NA	NA	-0.505036355303111	4.19570523055402	-1.0954053731478	0.290480181193851	0.78326548238961	-5.7310404083074	0.149542063511213	4.53427129261959	0.793634922744403	0.436170489488011	0.990737828833882	-6.1037700601365	NA	NA	NA	NA	NA	NA	NA	NA
ABCF3	NA	NA	0.103161995441215	3.31181691193744	0.370277345128017	0.716311108020878	0.931749930400489	-6.05335127210284	0.277429204840931	3.13537987691431	1.3856341153992	0.18021349999671	0.977007808905936	-5.33226979160345	NA	NA	NA	NA	NA	NA	NA	NA
ABCG1	NA	NA	NA	NA	NA	NA	NA	NA	-0.49454643698496	-2.02501659092865	-0.779998432348186	0.443983152175125	0.990737828833882	-4.94934810999597	NA	NA	NA	NA	NA	NA	NA	NA
ABHD1	NA	NA	0.349047060148105	3.47964025480079	1.00354004186568	0.33139014079803	0.79761079873427	-5.6835254100672	-0.252572869786808	3.62453290557521	-1.68317205007461	0.106959969692286	0.941765024997148	-4.98366866828221	NA	NA	NA	NA	NA	NA	NA	NA
ABHD10	NA	NA	-0.823776982145363	1.64941413999155	-0.995624221932341	0.33509923836594	0.798907086069153	-5.22390173233109	0.166190047534674	3.17675083209135	1.34581198543259	0.192530318076294	0.977007808905936	-5.38951303213419	NA	NA	NA	NA	NA	NA	NA	NA
ABHD11	NA	NA	0.406060411669497	2.17689096287289	0.822168617114787	0.423756341867055	0.833375602881924	-5.49761749328283	0.0520402417222496	2.05654426613449	0.237212909194215	0.814760852120875	0.995089477239615	-6.0450576134273	NA	NA	NA	NA	NA	NA	NA	NA
ABHD12	NA	NA	-0.146270841945757	3.96247672429507	-0.394646405327559	0.698614383664325	0.928334087492419	-6.21055556061434	-0.449714377306755	4.76305990473871	-2.61552913937202	0.016052341700796	0.67619710660275	-3.41939649332065	NA	NA	NA	NA	NA	NA	NA	NA
ABHD13	NA	NA	0.217191004511746	2.5249122357591	0.538206109555254	0.598268403959608	0.89512990710683	-5.75351441852959	-0.00205191046912123	3.16451833687301	-0.0209489489295422	0.983481608008084	0.998218659020653	-6.26487669994609	NA	NA	NA	NA	NA	NA	NA	NA
ABHD16A	NA	NA	-0.903014084240641	2.46827751843145	-1.75508656756547	0.0994779562303064	0.713823010029729	-4.47915778507562	-0.0718114317941114	2.79589192838326	-0.407134622809685	0.687976200004523	0.995089477239615	-6.12323236143124	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17A	NA	NA	-0.122582607733065	5.05513512710057	-0.473834028283774	0.642387333487597	0.911013163303933	-6.36581201635354	0.277444963941153	4.32277996352532	2.16475179080028	0.0419180199141859	0.857687742736448	-4.25135300827516	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17B	NA	NA	0.308343633997003	3.59743111044275	0.865383120758393	0.400350350667694	0.823815345794452	-5.84338400907789	0.0226195903855562	4.05044754032991	0.171579679629734	0.865389457196864	0.995210937660398	-6.36390194107123	NA	NA	NA	NA	NA	NA	NA	NA
ABHD17C	NA	NA	-0.158445108495318	2.9336034589559	-0.498790207597296	0.625104821232183	0.904589589550375	-5.88543045088304	0.0333982211721358	3.19145677899859	0.215892385661427	0.831128016518548	0.995089477239615	-6.24540557453725	NA	NA	NA	NA	NA	NA	NA	NA
ABHD18	NA	NA	-0.332264862649548	3.9555619381945	-1.13382103214706	0.274526083243558	0.775591727590412	-5.64485800917429	0.217192080771432	3.63213758479563	1.06363468885525	0.299417957740677	0.987533224507549	-5.77149341097476	NA	NA	NA	NA	NA	NA	NA	NA
ABHD2	NA	NA	0.133650706290761	6.4391851649776	0.382265461671359	0.707583619748788	0.929226055694188	-6.52715412440241	0.137765862170867	6.15454952902528	0.927471286321328	0.364084723026613	0.987533224507549	-6.02508136653853	NA	NA	NA	NA	NA	NA	NA	NA
ABHD3	NA	NA	NA	NA	NA	NA	NA	NA	0.529692350427186	1.36521776103615	2.1460066828515	0.0435563739169106	0.870948992743429	-3.91754093899155	NA	NA	NA	NA	NA	NA	NA	NA
ABHD4	NA	NA	-0.165301410493676	5.29070679050804	-0.434904791362168	0.669774512704987	0.919936771911848	-6.41351512926628	0.018348111885568	4.69981672420445	0.113435001517191	0.91074927280773	0.996449892399713	-6.42511764070725	NA	NA	NA	NA	NA	NA	NA	NA
ABHD5	NA	NA	-0.0466650716083388	3.12696230567187	-0.121771201188402	0.90468376882923	0.979448670434292	-6.05432731874773	-0.120508470053927	4.3827545470358	-0.475216862629667	0.639474747229901	0.995089477239615	-6.29481114359164	NA	NA	NA	NA	NA	NA	NA	NA
ABHD6	NA	NA	NA	NA	NA	NA	NA	NA	-0.0627833858334004	2.95831501944242	-0.0344433227196205	0.972844742157955	0.997708260154435	-6.23148569585969	NA	NA	NA	NA	NA	NA	NA	NA
ABHD8	NA	NA	NA	NA	NA	NA	NA	NA	1.73549322529306	-2.86455214978275	1.71859695180504	0.10020708684397	0.940693835452389	-4.22323720530668	NA	NA	NA	NA	NA	NA	NA	NA
ABI1	NA	NA	-0.00373571942737616	5.07623316314384	-0.0173647820977146	0.986372660261682	0.996900885732802	-6.48661266623157	-0.0516825468058242	5.48337466395902	-0.250407561290755	0.80467441386031	0.995089477239615	-6.42696385154139	NA	NA	NA	NA	NA	NA	NA	NA
ABI3	NA	NA	-1.84248338274577	-0.190132329450777	-2.09133674729661	0.0537828185099673	0.689064331594197	-3.80711701071261	-0.236884878844568	0.400845279854721	-0.860224384499314	0.39925545247468	0.987533224507549	-5.39795323444885	NA	NA	NA	NA	NA	NA	NA	NA
ABI3BP	NA	NA	0.235859556484212	1.76259227092824	0.235349510519544	0.817095079987959	0.957273272245488	-5.67384501560855	-0.218380093767716	1.78878232532722	-0.950055351768261	0.35275243149399	0.987533224507549	-5.58699322549485	NA	NA	NA	NA	NA	NA	NA	NA
ABITRAM	NA	NA	-1.34587725959398	1.93286737398609	-2.04600659838337	0.0585565126535111	0.697785125756263	-3.9774661588002	-0.112195813378874	2.9612906669943	-0.951437950173171	0.352066514787476	0.987533224507549	-5.78721281898714	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	NA	NA	0.0918980515159502	3.56974605799969	0.187338822927255	0.853885572751674	0.965535027617353	-6.17391133411593	-0.169960817883499	3.65326304027314	-1.43182777520947	0.166721023160368	0.968970250341442	-5.34235333448428	NA	NA	NA	NA	NA	NA	NA	NA
