Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	HM_FC_08	HC_Meadow_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
FRS2	0	0	1.6260507718949	2.22517538907857	2.712899537788	0.0173420585519774	0.629534123626543	-2.98362614953292	0.63309857888016	2.10222787021508	3.38853135488297	0.00305591950153878	0.0779151489871132	-1.64669905070923	1	1	1.6260507718949	0.63309857888016	1	0	0.0300348311534109	0.0175359501073632
FRS3	NA	NA	-0.732688885354465	3.9049962078333	-1.54229729099497	0.146243202525947	0.694257439245185	-5.16305912774568	-0.0928414945370983	4.39617389058443	-0.610464420765143	0.548728900331218	0.831796928642837	-6.19914516827814	NA	NA	NA	NA	NA	NA	NA	NA
FRY	NA	NA	0.21222921834153	5.89298773425504	0.536658815973542	0.600286186306842	0.910478157662658	-6.45552273298561	0.105710993689145	6.23927359972615	0.461060400712847	0.649946977596337	0.880528054233265	-6.28592935506533	NA	NA	NA	NA	NA	NA	NA	NA
FRYL	NA	NA	0.450035209721007	6.15878633419154	1.34173158795912	0.201942696165389	0.732588898054729	-5.71484431657791	0.443408537917552	5.83365628816643	2.25968735860777	0.0356787430382572	0.260659054010467	-4.10184756687167	NA	NA	NA	NA	NA	NA	NA	NA
FRZB	NA	NA	1.22598734268648	-0.317439108096005	0.877932785150818	0.395424217749632	0.843085941493078	-5.04136928601464	-0.279786410140183	-0.173448738126627	-0.407777368996392	0.687958369739447	0.900166383956176	-5.42745542177276	NA	NA	NA	NA	NA	NA	NA	NA
FSBP	NA	NA	1.44416536969409	0.392990405448125	1.22507915959294	0.241610263621525	0.762683404969306	-4.81283680451614	0.108924813065089	0.783352316993732	0.404481819034872	0.690338922579044	0.900973492596007	-5.73951533289847	NA	NA	NA	NA	NA	NA	NA	NA
FSCN1	NA	NA	-0.15700103317075	5.36060955512868	-0.38591780484115	0.705605289137479	0.930562776240259	-6.46251995652277	0.0689873150373792	4.93100639077267	0.175650993057948	0.862411549804926	0.963793160011995	-6.39298468659833	NA	NA	NA	NA	NA	NA	NA	NA
FSD1L	NA	NA	0.273267062423045	3.52560755152244	0.437591932256712	0.668641206432855	0.923977860031527	-6.01303719505324	0.805352780294237	4.60213286820249	3.79157510078287	0.0012185146607443	0.0475253650518944	-0.953708535983644	NA	NA	NA	NA	NA	NA	NA	NA
FST	NA	NA	-1.11313668131095	3.92367078127099	-1.05179763813231	0.311460942216068	0.799417491162209	-5.5207454338585	-0.149137869619752	2.80283755193124	-0.143789522000239	0.887168504509238	0.971670361913541	-6.22718481570379	NA	NA	NA	NA	NA	NA	NA	NA
FSTL1	NA	NA	0.373612706433195	4.3970225024911	0.574890670275573	0.574875756473557	0.904189820409706	-6.12685866404155	-0.388677816346591	3.62119581729852	-1.77688754556546	0.0914699184615209	0.399699311045773	-4.80776221040371	NA	NA	NA	NA	NA	NA	NA	NA
FTCD	NA	NA	-0.459079138699408	7.20397789130816	-1.2965606320231	0.2166310601312	0.740985286664421	-5.84542327271595	-0.166313049590323	7.68850104928578	-0.911043541233404	0.373594411392993	0.72425321746538	-5.9224591430373	NA	NA	NA	NA	NA	NA	NA	NA
FTH1	NA	NA	-0.356570610813135	9.68200223680234	-1.09972069943206	0.290787663707091	0.793427104126238	-6.05869326690876	-0.398941617482985	9.26120534663654	-1.39157511810759	0.180000504313821	0.536192302287907	-5.31626865075599	NA	NA	NA	NA	NA	NA	NA	NA
FTSJ1	NA	NA	-0.750928691091418	2.03703486793671	-1.07007560567347	0.303451682051115	0.797626072272676	-5.17188699163252	-0.249065710164562	2.44397068842669	-1.55122183493197	0.137212566510368	0.476332582947107	-4.99596285008723	NA	NA	NA	NA	NA	NA	NA	NA
FTSJ3	NA	NA	0.671657692079513	4.75054587876002	1.75399932112227	0.102221432690501	0.658992380054278	-4.9645836040572	0.142242785202836	5.11684287177068	0.376166920425289	0.710926495535841	0.909761484178214	-6.34311817264715	NA	NA	NA	NA	NA	NA	NA	NA
FUBP1	NA	NA	0.630169983496443	5.74855995374799	1.97263976230769	0.0694982224277249	0.645156323554011	-4.79511089410106	0.208264218689528	6.36555890203213	0.936020163959785	0.360913620469036	0.715098150649272	-5.95614767878447	NA	NA	NA	NA	NA	NA	NA	NA
FUBP3	NA	NA	-0.435215140039498	7.10158271919465	-1.31614524120692	0.210160395007052	0.736676907751053	-5.8166660379419	-0.110982474787386	7.64918500710149	-0.58743785621231	0.563770356624142	0.840100862046999	-6.1572839805601	NA	NA	NA	NA	NA	NA	NA	NA
FUCA1	NA	NA	-0.227428568512133	5.97736609430136	-0.753439837743889	0.464197826855173	0.872550321763451	-6.33038477296381	0.111685824143096	5.83749572141643	0.649506032556631	0.523723537514506	0.817861094023573	-6.19860930305862	NA	NA	NA	NA	NA	NA	NA	NA
FUCA2	NA	NA	-0.52217412846346	2.66649791129346	-0.59380635282586	0.562516260393323	0.90177891971041	-5.66456870648868	-0.511320394280703	2.75931914749541	-2.20685435914396	0.0397201861226819	0.272823420245798	-4.00337864261841	NA	NA	NA	NA	NA	NA	NA	NA
FUNDC1	NA	NA	-0.309816319374514	3.27419542367294	-0.59283225522413	0.563149229207076	0.90189365335589	-5.88372456872311	-0.454081355778439	3.18379786377926	-2.69679938410605	0.014219726334693	0.166427307977255	-3.13670610147225	NA	NA	NA	NA	NA	NA	NA	NA
FUNDC2	NA	NA	0.909843997391895	3.34658657483177	1.60306980235306	0.132182908241252	0.685060797880787	-4.84690034594907	0.166023454319476	3.07152416156011	0.882930164487832	0.388219834489619	0.734392821518583	-5.8338417529521	NA	NA	NA	NA	NA	NA	NA	NA
FURIN	NA	NA	0.141979451316309	6.76063726729449	0.268813475831494	0.792160931713271	0.951626883596462	-6.61227171519899	0.253610917974342	6.73039289556816	1.55055634873076	0.137371682793176	0.476426521121923	-5.2248223642275	NA	NA	NA	NA	NA	NA	NA	NA
FUS	NA	NA	-0.43951863855419	4.74962732084528	-1.2439346637026	0.23481056619151	0.756463322017124	-5.73261227776724	-0.6513084907905	5.94090210800282	-1.72700731479366	0.100256515914516	0.416889613955532	-4.99056359707363	NA	NA	NA	NA	NA	NA	NA	NA
FUT10	NA	NA	-0.441087663253148	0.999037192837304	-0.283710317368202	0.780961616116217	0.948083206064078	-5.42759212446372	-0.568857683110448	1.72716689971735	-2.22411621080605	0.0383557565408924	0.268836786988797	-3.8378299765298	NA	NA	NA	NA	NA	NA	NA	NA
FUT11	NA	NA	0.575785168561663	2.46349114957719	0.880488046383907	0.394087828611708	0.84237147938276	-5.41467998782992	-0.557978451415576	2.86018925155958	-3.19138966522588	0.00476959138244201	0.0981882642510994	-2.1065035048652	NA	NA	NA	NA	NA	NA	NA	NA
FUT8	NA	NA	1.19068606517879	-0.368630853085412	0.907662715395654	0.380064511276534	0.83646493093241	-5.01362713343907	-0.648417152101539	-0.256374710751982	-1.52762821070438	0.142948199183858	0.484586671933818	-4.54461320967303	NA	NA	NA	NA	NA	NA	NA	NA
FXN	NA	NA	-0.330408755649207	0.396140143844969	-0.227770634628393	0.82325762551919	0.960071866025469	-5.4098952968009	-0.168273285307754	1.51253348311013	-0.707580553842355	0.487725681166689	0.797013452979058	-5.68984966012352	NA	NA	NA	NA	NA	NA	NA	NA
FXR1	NA	NA	0.389626121554173	5.94483049848951	1.47073089362104	0.164415979169159	0.702697415567222	-5.53886648992213	0.251422459129222	6.07295798202907	2.50014976469825	0.0216503718053843	0.206548162479623	-3.6456023885828	NA	NA	NA	NA	NA	NA	NA	NA
FXYD1	NA	NA	-0.0921575228377352	6.26837634681548	-0.301892549764932	0.767360962914206	0.944096985058509	-6.58338510800024	-0.00331108388963042	6.45726095026979	-0.0229011766654123	0.981965968329205	0.99418554306828	-6.39055121574147	NA	NA	NA	NA	NA	NA	NA	NA
FXYD3	NA	NA	-0.303172542887637	1.95413545852199	-0.228240106170372	0.822900055393677	0.960071866025469	-5.6748406782331	-0.0908916909508628	1.38094852258084	-0.323922717469368	0.749506439293783	0.925800515744979	-5.85367433751373	NA	NA	NA	NA	NA	NA	NA	NA
FXYD6	NA	NA	-2.51511339881701	3.33832274642024	-1.35903541782062	0.196534484795608	0.728700614244676	-4.97345288569441	-1.09079699519849	4.49431923492459	-1.58727651410181	0.128818792881957	0.462433830865552	-5.17079553388397	NA	NA	NA	NA	NA	NA	NA	NA
FYB1	NA	NA	-0.749850481090097	2.73724223870916	-0.850361274663072	0.410037754845444	0.851346280529377	-5.41239887663669	-0.45465581278927	2.73222911007512	-0.931684046073439	0.363093955912069	0.716408104698807	-5.68797551293185	NA	NA	NA	NA	NA	NA	NA	NA
FYB2	NA	NA	-0.868700536952871	5.46467974071951	-2.13325718961941	0.0518963687648206	0.63866653638743	-4.51399321859104	-0.210879867242379	6.26938660015468	-0.991071369579931	0.33400475873971	0.693328923097347	-5.911379941497	NA	NA	NA	NA	NA	NA	NA	NA
FYCO1	NA	NA	-0.956805479789919	2.49237838943124	-0.589744719780621	0.565158038525001	0.902399672004654	-5.49086021772906	0.33052596184668	4.14800571028904	0.990703894194939	0.334179632902589	0.69359215912804	-5.87471204117775	NA	NA	NA	NA	NA	NA	NA	NA
FYN	NA	NA	1.52081000871368	1.16718758838116	1.53337271738365	0.148411964437751	0.694257439245185	-4.54480422559819	-0.108116232078505	1.24917480131497	-0.473370686156958	0.641298345135173	0.876313522698245	-5.77342392297611	NA	NA	NA	NA	NA	NA	NA	NA
FYTTD1	NA	NA	-0.274638848217273	3.57423275047538	-0.569576377161623	0.578373740426521	0.905692542785056	-5.98116300391719	0.0924072738714812	3.40073592451993	0.644068505180107	0.527168011087174	0.818809769454203	-6.06905519938541	NA	NA	NA	NA	NA	NA	NA	NA
FZD1	NA	NA	0.473316964692026	1.9524552078689	0.702312544254899	0.49448461942427	0.880903956648527	-5.50123302421313	0.628016005223056	2.25294102673471	2.63943905323859	0.0160906241745745	0.17865250899177	-3.15175781101633	NA	NA	NA	NA	NA	NA	NA	NA
FZD2	NA	NA	-0.76586826747147	4.11153109095755	-1.98689023140643	0.0677389330435171	0.645156323554011	-4.4622023393192	0.030101430044331	3.7440039005295	0.104999679739987	0.917467676319137	0.978669293270087	-6.32360983742468	NA	NA	NA	NA	NA	NA	NA	NA
FZD5	NA	NA	0.318456166190924	5.80234426621129	0.830724903656566	0.420661139103495	0.855556628146911	-6.23016697847335	0.700052450075774	6.42646803873606	2.95508752887534	0.00808020021820993	0.122613427286002	-2.73627759348152	NA	NA	NA	NA	NA	NA	NA	NA
FZD6	NA	NA	0.301700374886522	3.69765029929284	0.66113184774761	0.519715695702835	0.88815462102576	-5.96655167575284	0.137230683463962	3.76006956338565	0.526291961349288	0.604725852797738	0.859930347120253	-6.17513089640511	NA	NA	NA	NA	NA	NA	NA	NA
FZD7	NA	NA	0.769004208556752	3.45387604459248	1.77580570424804	0.0984293416495984	0.656457182536587	-4.65936381795351	0.358143582994559	3.38180800685603	1.79540385770315	0.0883823860389136	0.392709334383783	-4.77491353375239	NA	NA	NA	NA	NA	NA	NA	NA
FZD8	NA	NA	1.94974608155719	0.0886767797984847	2.06719320037691	0.0585665674491565	0.645156323554011	-3.86904660577902	1.88041202147402	2.02748911701226	3.24774646222748	0.0042014283142798	0.092169108857859	-1.90237942179248	NA	NA	NA	NA	NA	NA	NA	NA
FZD9	NA	NA	-0.175129928700721	4.36643153873152	-0.310851483592843	0.760688461931411	0.943062435944365	-6.26043755726935	0.844683808717825	4.30763106968928	3.62158284251947	0.00179767447146554	0.0583635921859074	-1.31625244597048	NA	NA	NA	NA	NA	NA	NA	NA
FZR1	NA	NA	0.00594375024768112	5.25970198549797	0.0217762182145156	0.982946878732085	0.997414616360798	-6.54892565291037	0.0995415767566383	5.01041506101691	0.891263619691718	0.383845695344957	0.731064699686297	-6.01316391990013	NA	NA	NA	NA	NA	NA	NA	NA
G0S2	NA	NA	0.449229631492259	3.02367129690709	0.529317105812705	0.605230025003785	0.911588259628253	-5.98801814918794	-1.28613461762342	4.92834733379825	-2.3709762653907	0.0283759153477542	0.235191266002261	-3.87380598244352	NA	NA	NA	NA	NA	NA	NA	NA
G2E3	NA	NA	-0.316275468544874	-1.11567828043928	-0.17183407268786	0.866131783810171	0.97061851985356	-5.31622963016205	-0.666697425846115	0.792179765263592	-1.27796110325246	0.216532327768593	0.583634296232455	-5.09049115606152	NA	NA	NA	NA	NA	NA	NA	NA
G3BP1	NA	NA	0.793973743018535	5.64497608277451	2.39365495657054	0.0319288235410787	0.63866653638743	-4.07084432332533	0.0692418589942427	5.86690681968551	0.357915976413031	0.724319612865926	0.914363106009274	-6.34566214841404	NA	NA	NA	NA	NA	NA	NA	NA
G3BP2	NA	NA	0.0833082696143128	3.99143272198369	0.201612721838848	0.843243020355503	0.964856089928665	-6.22043028130945	-0.0882427656019624	4.47474847944855	-0.390376670229432	0.700564991490744	0.906846197897116	-6.31398661480444	NA	NA	NA	NA	NA	NA	NA	NA
G6PD	NA	NA	1.3737037647817	3.53490475105875	1.85831973539601	0.0851901540370477	0.645156323554011	-4.51913538009575	-0.194570289096326	2.60086960807066	-0.671597251490419	0.509858692907582	0.809986041661747	-5.89043945569389	NA	NA	NA	NA	NA	NA	NA	NA
GAA	NA	NA	-0.354297147133902	5.87442710098649	-1.26152415873883	0.228604419792564	0.751756644888928	-5.81719424185235	-0.0713469494883228	5.297551006113	-0.481887427221477	0.63534540231077	0.873622629894876	-6.29826338684801	NA	NA	NA	NA	NA	NA	NA	NA
GAB1	NA	NA	-0.104573185040967	5.11991260275159	-0.278509312838285	0.784866077183456	0.949615280607057	-6.47067648180269	0.244413700611568	4.9010332358477	1.49001219279926	0.152502271145582	0.4977969407152	-5.33236855274584	NA	NA	NA	NA	NA	NA	NA	NA
GAB3	NA	NA	3.66139587805427	1.81152715353674	3.18595609989513	0.00691107685296491	0.553710498613356	-2.26392874297047	0.0252972877932751	1.63759364890486	0.106937904147302	0.915950227703875	0.978155758361434	-5.92354467013844	NA	NA	NA	NA	NA	NA	NA	NA
GABARAP	NA	NA	-0.713283322394922	8.1498570639278	-2.64303244950723	0.0198412742563394	0.631048202845516	-3.72269291688895	-0.182647486509449	7.86694668479503	-1.16366294513727	0.258850133853642	0.628866377380794	-5.65640536988383	NA	NA	NA	NA	NA	NA	NA	NA
GABARAPL1	NA	NA	0.0172817778058381	4.56018086204545	0.0515007423097509	0.95968510294078	0.991758699285253	-6.39354772408825	0.0218018968081903	4.60031115342188	0.0989906906980427	0.922174191275405	0.979746429676461	-6.39125422835702	NA	NA	NA	NA	NA	NA	NA	NA
GABARAPL2	NA	NA	-0.611226401834605	4.26063991861207	-1.42031600499834	0.178326609327246	0.717818867722422	-5.35629454565148	-0.176841267140176	4.86550217409103	-1.63867914679111	0.117600208746622	0.447021361960092	-5.12023059877737	NA	NA	NA	NA	NA	NA	NA	NA
GABBR1	NA	NA	0.787661356531219	-1.62641879157511	0.431664944386204	0.672838056444329	0.925660307223399	-5.25258285450314	0.544814190591726	-1.31835800660974	0.632478608514846	0.534551249844472	0.823049458267406	-5.19496398289815	NA	NA	NA	NA	NA	NA	NA	NA
GABBR2	NA	NA	-1.08221614170797	-1.05919224864951	-0.612250731865316	0.550603829536285	0.897211652394393	-5.19839665159838	-0.199422532399255	-0.592922591268782	-0.360673890685978	0.722289785576819	0.913849193026396	-5.39023684100527	NA	NA	NA	NA	NA	NA	NA	NA
GABPA	0	1	-0.870777686816804	3.95805041707563	-2.19678362877707	0.0461557271034126	0.63866653638743	-4.12511906407676	-1.0635784403216	4.4765586413899	-6.67205179715064	2.12800725179402e-06	0.00193465812867651	5.08510652173706	1	1	-0.870777686816804	-1.0635784403216	-1	0	0.00077524739021618	0.000659398730244343
GABPB1	NA	NA	-0.485639513430826	4.40033165165467	-1.32700802926283	0.206639113204891	0.734971598410446	-5.53392859906559	-0.361410939975603	3.84416821546528	-2.74154678683089	0.0129058885858979	0.156602854180562	-3.1181330331703	NA	NA	NA	NA	NA	NA	NA	NA
GADD45A	NA	NA	1.15422827126739	4.4606862458322	2.33552650429404	0.0356256788170455	0.63866653638743	-3.87082920764489	0.762830080623769	3.26789214353575	2.25567694700222	0.035971725064817	0.261500439545198	-3.97859888582795	NA	NA	NA	NA	NA	NA	NA	NA
GADD45B	NA	NA	0.82906409738432	2.32124623272157	0.645218849769008	0.529660854202084	0.891475955390273	-5.55918453550482	0.803896232710412	3.54145955521092	1.69248819353576	0.106754355030097	0.428998453838745	-4.9438146474521	NA	NA	NA	NA	NA	NA	NA	NA
GADD45G	0	0	4.71158613454205	3.67320364609975	2.88121465530456	0.0125170428658221	0.603543170212903	-2.70578272645884	1.98362206011282	2.61824018132649	3.00086453015829	0.00730057643788495	0.116717338602797	-2.48326129161545	1	1	4.71158613454205	1.98362206011282	1	0	0.0390406598048084	0.0241450520944567
GADD45GIP1	NA	NA	-0.153332400245704	5.49348643598639	-0.53651244824331	0.600384549806768	0.910478157662658	-6.42572569957921	-0.380106195919822	5.33097249332676	-2.41633763280145	0.0258185907847949	0.225702587806802	-3.81392688755578	NA	NA	NA	NA	NA	NA	NA	NA
GADL1	NA	NA	-1.0642339425831	-0.999433040296013	-0.749278762029609	0.466619061171006	0.873785926050917	-5.06141892754482	-0.194970216288984	0.869550130323469	-0.312358838343552	0.758142419225817	0.928431941498268	-5.66570439861815	NA	NA	NA	NA	NA	NA	NA	NA
GAK	NA	NA	1.16895277676495	3.99871846685544	2.116143114863	0.0535530479728432	0.63866653638743	-4.15033345870997	0.345181380124849	3.98359762562008	2.41293073512442	0.0260029359436742	0.226282340070203	-3.76900763733251	NA	NA	NA	NA	NA	NA	NA	NA
GALC	NA	NA	2.38624378850115	2.60095941584436	2.29071895707507	0.0387490804840454	0.63866653638743	-3.63727072081211	0.261481966124871	3.7181594977314	0.943763323505867	0.357042220575491	0.712235005578935	-5.87880116691455	NA	NA	NA	NA	NA	NA	NA	NA
GALE	NA	NA	0.412730939568076	1.51868592338472	0.352580298588968	0.729878168374197	0.935689915364405	-5.493369191596	-0.320617546591352	3.06902946539543	-1.06086184917969	0.30194522370541	0.668626597121864	-5.66940241885965	NA	NA	NA	NA	NA	NA	NA	NA
GALK1	NA	NA	-0.109747601986011	5.62255500307714	-0.41025901639032	0.688089418170724	0.928476228249088	-6.50024327812125	-0.074368088177355	5.84517591434442	-0.592024693701781	0.560757083910814	0.839075995005601	-6.23444887511081	NA	NA	NA	NA	NA	NA	NA	NA
GALK2	NA	NA	2.68009756396761	1.79609169537204	2.08216179766891	0.0569891145547516	0.645112450835851	-3.85894507079945	-0.201426787032854	3.08995752735498	-1.17374062526503	0.254885676917855	0.623961866599077	-5.56916695652096	NA	NA	NA	NA	NA	NA	NA	NA
GALM	NA	NA	-0.491769655221805	3.07050283055288	-1.05819800319059	0.308638831015842	0.79876878686552	-5.54152929580183	-0.16043509461652	3.35095769325328	-0.893691309746837	0.382577576505611	0.730271550078355	-5.88759957605446	NA	NA	NA	NA	NA	NA	NA	NA
GALNS	NA	NA	-0.10169692831589	3.67067092630288	-0.216461762755463	0.831883141779406	0.962227695362908	-6.1676127386059	-0.108689653657698	3.36891029533086	-0.518363895465687	0.610140186808775	0.862123998956117	-6.10917907082433	NA	NA	NA	NA	NA	NA	NA	NA
GALNT1	NA	NA	0.357904331644789	2.77835878465688	0.623144841488284	0.543633309483637	0.89616939993619	-5.79987438954808	0.0182556553207096	4.17515501158199	0.068133615921607	0.946385408850715	0.984267222048589	-6.36296584912058	NA	NA	NA	NA	NA	NA	NA	NA
GALNT10	NA	NA	1.63522916830549	-0.505483108000235	1.22023470573391	0.243382001081808	0.765040319493861	-4.78864926204053	0.779349086018096	0.329008982821434	2.56499272605907	0.0188682302785785	0.192805080955522	-3.09388773228439	NA	NA	NA	NA	NA	NA	NA	NA
GALNT11	NA	NA	-0.970003385476196	5.19028893320913	-2.29194061125439	0.0386605878662231	0.63866653638743	-4.19905669268514	-0.75608082243843	5.95850419497751	-2.7920965326159	0.01156110085128	0.147383609880585	-3.07553834440004	NA	NA	NA	NA	NA	NA	NA	NA
GALNT12	NA	NA	0.540086054761908	1.57836836455684	0.314554460475505	0.757936284311041	0.942784714620883	-5.44989393412965	0.00640581818405428	3.08637061550603	0.0310150295427823	0.975578411088167	0.991728095971636	-6.23114449230455	NA	NA	NA	NA	NA	NA	NA	NA
GALNT13	NA	NA	0.00131320579334071	2.93982707960941	0.00246084174712208	0.998072734642576	0.999819459251655	-5.95372138682295	-0.0271161934607873	4.17749361661475	-0.106399378521649	0.91637181002746	0.978447064978291	-6.36504822040541	NA	NA	NA	NA	NA	NA	NA	NA
GALNT14	NA	NA	-0.230121860584022	7.37446715154132	-0.849819813716479	0.410328287049282	0.851470643979177	-6.30877422863553	0.371148789261274	7.34221332509586	2.42191177648223	0.0255196043984013	0.224556957971542	-3.75036656103613	NA	NA	NA	NA	NA	NA	NA	NA
GALNT2	NA	NA	1.04614286545811	4.8583161503655	2.11584963699476	0.053581881526415	0.63866653638743	-4.38058786548559	0.00801722260795401	5.07837097364921	0.0484541387032165	0.96185592599608	0.988978138893051	-6.41186097311823	NA	NA	NA	NA	NA	NA	NA	NA
GALNT6	NA	NA	-1.24738245284374	0.515903740988437	-0.949566727535287	0.359118071883323	0.825596970122225	-5.09918419193198	-0.738162554557051	0.0624591829729979	-1.70584240239896	0.104198995668118	0.425012918735617	-4.32636732387453	NA	NA	NA	NA	NA	NA	NA	NA
GALT	NA	NA	-0.144345651895582	4.84990057169406	-0.271253419740255	0.79032324941022	0.951066259059079	-6.41702202223271	0.171513108386968	4.65092107779251	1.10438622135569	0.283104778304031	0.650438544101444	-5.79146312409708	NA	NA	NA	NA	NA	NA	NA	NA
GAMT	NA	NA	-0.180751234428793	6.35769657255526	-0.396054542514635	0.698289048891334	0.928849992395557	-6.57465780173825	-0.423378196482088	6.11163368151315	-1.4421882498437	0.165399825832346	0.517519984968012	-5.38314154536556	NA	NA	NA	NA	NA	NA	NA	NA
GAN	NA	NA	2.05538704428949	1.13825647890214	2.07768828559125	0.0574563821301898	0.645156323554011	-3.87929461088177	0.646142852147791	0.887591695302727	1.62399551139987	0.12071733008254	0.451074425294126	-4.63446565520036	NA	NA	NA	NA	NA	NA	NA	NA
GANC	NA	NA	-2.2631834541912	2.64506563465226	-1.70937366358732	0.110387249367739	0.665708851512376	-4.47445530715312	-0.228922520016363	4.23395817819263	-1.80679350883953	0.0865285707074668	0.389365077605068	-4.8291125738053	NA	NA	NA	NA	NA	NA	NA	NA
GAPDH	NA	NA	-0.105601192626571	12.1794692353717	-0.322420729176807	0.752101191354247	0.941261015939655	-6.56254006946475	0.0614507618349052	12.0644875341242	0.276580151895666	0.785064584463596	0.938990055333348	-6.07839718842173	NA	NA	NA	NA	NA	NA	NA	NA
GAPVD1	NA	NA	0.294857670780048	5.31612230011262	0.657973792743822	0.521680815505696	0.889001371236379	-6.27198479127982	0.0523557400569779	5.23344196306373	0.342484766967107	0.73571526580901	0.920481870003378	-6.35620405913977	NA	NA	NA	NA	NA	NA	NA	NA
GAR1	NA	NA	0.183655704081729	0.691327761640399	0.109500620255339	0.914425696214663	0.981211279629694	-5.4499239864217	-0.284923109837085	2.87052279603282	-1.16071510751194	0.260018461756876	0.629902034852018	-5.54453843143987	NA	NA	NA	NA	NA	NA	NA	NA
GAREM1	0	1	0.151279770601326	5.03454667772871	0.376608988196764	0.712350835295628	0.931735949693817	-6.43551959383684	0.808658526330855	5.29189935517153	5.86099634844308	1.16851723007268e-05	0.00510996125672088	3.47378171042632	1	1	0.151279770601326	0.808658526330855	1	0	0.0105659311188127	0.0438184208621564
GAREM2	NA	NA	3.09696806968449	-0.35619053207389	2.29754761431594	0.0382568811748835	0.63866653638743	-3.55379181020466	0.923045051745604	-1.36452425509419	1.26421605712251	0.221318801284908	0.590142576005638	-4.71433701429186	NA	NA	NA	NA	NA	NA	NA	NA
GARNL3	NA	NA	-1.17594277672815	2.94262243561307	-0.977431525242687	0.345644771772957	0.81910414087001	-5.44731660917699	0.639472157305476	3.14475960661722	1.33485479919089	0.197572391906575	0.55993071241237	-5.35492626600385	NA	NA	NA	NA	NA	NA	NA	NA
GAS1	NA	NA	0.0856313879498192	3.48263818431704	0.163876552864303	0.872270360544349	0.973269302470584	-6.0791157313825	0.0568929108572713	3.71882939905785	0.189786989825481	0.85147258495374	0.960677796559707	-6.31328973713897	NA	NA	NA	NA	NA	NA	NA	NA
GAS2L1	NA	NA	0.211555225043297	4.57193486073257	0.335657808079204	0.742317844924341	0.939508260565299	-6.31668945335555	0.604158567423141	4.68362022738993	1.59584733666052	0.126888019385996	0.460117149535135	-5.17464188070793	NA	NA	NA	NA	NA	NA	NA	NA
GAS6	NA	NA	-0.358471024222086	5.58849964037837	-0.814280145376459	0.429695276340314	0.857413771864621	-6.22006257376533	-0.0564117728240339	5.94134453528815	-0.363169843935488	0.720454579529539	0.913142298804634	-6.34427468778316	NA	NA	NA	NA	NA	NA	NA	NA
GAS7	0	1	2.45426631822624	2.71006365083643	2.30739492747662	0.0375575081121835	0.63866653638743	-3.60700406268247	1.39321222718722	2.7876190076927	4.85064203610551	0.000108673238720074	0.0150491585992218	1.38759256043838	1	1	2.45426631822624	1.39321222718722	1	0	0.0074298900372378	0.00438640662849804
GAS8	NA	NA	2.33493925289431	1.84217964672137	1.5850767122556	0.136219271518078	0.689332203095694	-4.56042408950889	-0.688961294999157	2.63298807338742	-2.61856277306447	0.01682775966649	0.182039370514924	-3.21093020888677	NA	NA	NA	NA	NA	NA	NA	NA
GASK1B	NA	NA	1.61903579594834	-0.727318862798118	1.14931438603302	0.27049512002368	0.783593420987405	-4.82751558769056	-0.755292665950682	-0.546524999825238	-1.9412675718528	0.0670823467446071	0.34674447165429	-3.99779866194777	NA	NA	NA	NA	NA	NA	NA	NA
GATA1	NA	NA	1.90329892995768	1.22718965964983	1.62666662446937	0.127046250980523	0.680932469877971	-4.41618125925127	0.551853763681282	1.18389334344102	1.0534420497613	0.305245062305148	0.67128794485303	-5.29064225218036	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	NA	NA	1.21183836428725	1.34333688361588	1.00110498672683	0.334483396855876	0.812996624131992	-5.12294382288862	-0.106696165727746	0.640179340152111	-0.383778664822376	0.70536881229792	0.907912908461978	-5.67766993244567	NA	NA	NA	NA	NA	NA	NA	NA
GATA4	NA	NA	0.644255183241436	4.94624263406897	2.0763777009803	0.057593945670296	0.645156323554011	-4.48162389155819	0.48175696282772	4.41211204538794	2.68856609707616	0.0144749421210211	0.16805139963673	-3.26041309269651	NA	NA	NA	NA	NA	NA	NA	NA
GATA5	NA	NA	0.612279719061104	-0.336294243273999	0.449898573127406	0.659963893632028	0.921186850189267	-5.26877066152286	0.558869170044829	-0.698615957712843	1.35968419463611	0.189719796708659	0.548801998918965	-4.69050759470004	NA	NA	NA	NA	NA	NA	NA	NA
GATA6	NA	NA	0.336646798087071	6.14103070834085	1.30338004716476	0.214360036601901	0.740045515107107	-5.77562170032891	0.599922157694648	5.95753186578103	3.09548493519689	0.00591318502963916	0.1073869134967	-2.45179874846861	NA	NA	NA	NA	NA	NA	NA	NA
GATAD1	NA	NA	-2.51530960683355	2.54485142477011	-2.14755377046232	0.0505491459654426	0.63866653638743	-3.83816408063902	-0.281742365874698	4.13744387831045	-0.682646511561177	0.50300249782611	0.806198645543774	-6.12651809400372	NA	NA	NA	NA	NA	NA	NA	NA
