Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
HSP90AA1	6.49475604241351	8.204454478725	11.5177416443952	1.42340270640991e-10	1.48714977266227e-06	14.0833665414343
RSRP1	2.45572676164899	3.14214702105182	10.7595464775425	4.91226018414922e-10	1.48714977266227e-06	12.7788093212692
LOC116507961	0.848542119619555	4.89238308610369	10.7386052936849	5.08768330610279e-10	1.48714977266227e-06	13.0603165952731
LZTS3	1.39394246874228	3.83578686571703	10.734104040693	5.12623283817836e-10	1.48714977266227e-06	12.9579550330918
NSMCE4A	-1.46706968581168	4.93587506549221	-10.7310429295752	5.15262203818955e-10	1.48714977266227e-06	13.0410438601523
AKAP8	-1.44744988784445	4.77458783583685	-10.4463855283622	8.34397628730568e-10	2.00686536336847e-06	12.5821274620946
LOC116515182	4.77922101965503	9.13795346676382	10.3139700869209	1.04738355967961e-09	2.15925602139092e-06	12.2510979007025
GABPA	-1.08634178537392	4.4765586413899	-10.1217902045537	1.46202410039255e-09	2.63730872409561e-06	12.0462247842294
GOLGA3	0.838524141464045	4.26169548137001	9.48394576116601	4.56320529679756e-09	7.3168461820095e-06	10.9595322973402
SRSF5	-1.09121063422004	7.60751949287752	-9.29434608067201	6.46158466646165e-09	9.32471283217081e-06	10.6196939112533
STX12	0.691051286118777	3.54362090363942	8.95381407805327	1.22058407526164e-08	1.60129534455461e-05	9.98496832970371
NUP42	-1.80455489517355	0.9295144015353	-8.71000427226437	1.94211320742132e-08	2.02904477780015e-05	8.73320999868264
LOC116503736	1.72364952839377	3.88322215855231	8.68024650246196	2.05646515484372e-08	2.02904477780015e-05	9.49811807870492
GAREM1	0.838454153828888	5.29189935517153	8.67937585197673	2.05991391637361e-08	2.02904477780015e-05	9.53220689379341
DNAJB1	4.3095102752171	6.24029886949082	8.66713309784578	2.10904799854496e-08	2.02904477780015e-05	9.48679822646079
TRAF3IP2	-1.27560883596975	3.67066010493659	-8.60164128407119	2.39328436661423e-08	2.15859291841312e-05	9.35158939871607
SUV39H1	-1.5006539636082	1.67033192695848	-8.54049099095905	2.69451871737582e-08	2.25181441265372e-05	8.87261788072079
LOC116515433	0.712061813199058	5.33685200838861	8.51913932032583	2.80872146266834e-08	2.25181441265372e-05	9.2327642400936
GDAP1	-0.789456766640774	3.72758661972262	-8.3994393870943	3.54856687939219e-08	2.61726411899093e-05	8.98425580356468
LOC116518611	-1.48683007244081	1.86918739946343	-8.3882568761414	3.62728032567519e-08	2.61726411899093e-05	8.67708368155559
KMT2D	0.624895779250561	6.07564425649066	8.28613980658637	4.43528637703672e-08	2.85789298084418e-05	8.78982827490066
ATL2	0.864170606277382	6.34584133767123	8.2772860537176	4.5135933697264e-08	2.85789298084418e-05	8.77216350953785
HPS1	-1.11595826724852	3.15080652525667	-8.27268121305578	4.55488452355459e-08	2.85789298084418e-05	8.70885254313526
MAFK	1.09802337972076	3.21415863335807	8.22578915511614	4.99828193911166e-08	3.00542527763835e-05	8.6248452617783
LOC116523633	-0.710949767437755	4.40331999044229	-8.0242901807445	7.47519142238001e-08	4.31497949665464e-05	8.28255704754713
TMEM64	0.958672602434332	5.78614577544701	7.95846871653874	8.535556250824e-08	4.73756200983235e-05	8.15479718363815
TTBK2	1.12516312082253	2.73635631948617	7.92195183569514	9.18969816999575e-08	4.91172349226699e-05	8.00808495918863
AHSA1	2.45866097256729	4.3628868860247	7.79191242045399	1.19710543936971e-07	6.16979592698009e-05	7.82125084137183
LOC116507123	2.79858667251166	9.02116944398289	7.75617225933335	1.28784957251268e-07	6.21192670142549e-05	7.74426743821476
VGLL4	0.926891875723013	4.22745868939019	7.75483809178623	1.29137136056243e-07	6.21192670142549e-05	7.75292633047412
LOC116503443	1.04535119341818	2.04302750439167	7.69926213115626	1.44726392346866e-07	6.73724699341169e-05	7.48889275879938
GPR146	0.961050810303929	3.90272438840561	7.67794909078324	1.51208824571873e-07	6.81904546061469e-05	7.59842604047924
DNAJA1	2.49350335987797	5.89408058405983	7.63663170823098	1.64642864646481e-07	7.19988236276776e-05	7.51769727880787
DEDD2	-0.910234632437488	6.78020289500328	-7.58977748187872	1.81377270740999e-07	7.64397348848428e-05	7.42368531630243
BTBD7	0.880068717965465	4.06984430909586	7.57920048376993	1.85391914695413e-07	7.64397348848428e-05	7.40304652942197
LOC116519881	1.38294810792919	5.17322715269445	7.53576001493336	2.02865853220183e-07	8.13210313283463e-05	7.31350372393421
REST	0.896708514764829	5.33236461150515	7.49831484513524	2.19288916334904e-07	8.55286040980812e-05	7.23627290974628
CSRNP2	1.60139357339166	3.13449317136023	7.34449250125521	3.02520169009388e-07	0.000114886014709855	6.91202946050694
OBI1	-0.886198989392608	1.83941101589122	-7.33012328094837	3.11801529355824e-07	0.000115087891116843	6.76179874047695
TDG	-1.06901676906123	2.24639543741498	-7.31927622094534	3.19001846349784e-07	0.000115087891116843	6.80018223155175
RBM12B	0.796490557249822	4.69707043773261	7.29688315945033	3.34413378542723e-07	0.000117705352823172	6.82761880790457
JMJD6	2.02475578281206	3.35985239536016	7.25700621059714	3.63784901644863e-07	0.000124994759896119	6.74103979341878
LOC116506615	-1.05065783068989	6.85655722873849	-7.23633449600375	3.80043948645728e-07	0.000127544516811779	6.70511584921486
LOC116503202	1.81951060377553	0.551017747364924	7.21777184116673	3.95281716373089e-07	0.000129643419295001	6.01731877628251
NLRC4	-1.1113084185948	2.1874776004816	-7.1993854752226	4.10995632032819e-07	0.000130994023119855	6.557322622425
