Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	HC_Lake_FC_08	HC_Lake_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
CNIH1	NA	NA	0.157670456156377	5.22355614993736	0.372136144245478	0.715601031464536	0.992106992324696	-6.53403821011355	0.016324015834364	6.17058269894681	0.135316442056125	0.893773423520403	0.982051326344026	-6.45703969867665	NA	NA	NA	NA	NA	NA	NA	NA
CNIH4	NA	NA	-0.213110705489319	5.06502828965336	-0.642080428613307	0.531634948760797	0.979501563073535	-6.36613159851081	-0.240192468125214	5.36886915028779	-1.85220823367652	0.079469906751955	0.534403646010001	-4.85859140524549	NA	NA	NA	NA	NA	NA	NA	NA
CNKSR1	NA	NA	-0.11435855899665	5.15490577955272	-0.307162781392061	0.763433392372973	0.992106992324696	-6.53735204072325	0.385904401564159	4.99660913684255	1.14823334658072	0.265009081557186	0.771403655120741	-5.81401049066875	NA	NA	NA	NA	NA	NA	NA	NA
CNKSR3	NA	NA	0.170446842085306	5.20861350583174	0.636393184360453	0.535222846002746	0.979987751075035	-6.37537744431844	0.0663437496783601	4.8841734368655	0.296328412424677	0.770167928493094	0.959338630007933	-6.42290750265837	NA	NA	NA	NA	NA	NA	NA	NA
CNN1	NA	NA	1.9567967390018	4.25629644606239	2.18446241817676	0.0472204874853073	0.612484015842523	-4.31304806713557	0.486573056951937	2.60051839802427	0.680235527291041	0.504494042376047	0.8762009297784	-5.96652052923307	NA	NA	NA	NA	NA	NA	NA	NA
CNN2	NA	NA	1.14886989047217	1.4268029830592	1.64112373270454	0.123985373373272	0.761333117419429	-4.68558570313728	-0.184443979148416	0.356471848448666	-0.555675694012469	0.584864524817478	0.90863229999373	-5.57157252910918	NA	NA	NA	NA	NA	NA	NA	NA
CNN3	NA	NA	0.528214107564242	5.98162458935308	1.46593551035682	0.165698811340291	0.813714112737926	-5.57264370817719	0.384718569603669	6.45878122733179	2.34030473424172	0.0302364495332928	0.389939413060722	-3.99029242806368	NA	NA	NA	NA	NA	NA	NA	NA
CNNM2	NA	NA	0.325715502954938	-0.164893363665709	0.442774532835223	0.664980883625245	0.992106992324696	-5.50636791089649	0.18940343183958	0.781365490846229	0.291184123324992	0.774039860977787	0.96037909326545	-5.74364570663874	NA	NA	NA	NA	NA	NA	NA	NA
CNNM3	NA	NA	-0.331774261323702	5.76956314532455	-0.858498926397662	0.405687759628361	0.959277640443559	-6.25299835969215	-0.20197108798389	5.10742976440965	-1.0502835665882	0.306657560125243	0.794501840245492	-5.92281006397429	NA	NA	NA	NA	NA	NA	NA	NA
CNNM4	NA	NA	-0.66532183694926	1.82000974948526	-1.24195629050225	0.23551684801862	0.878532301758294	-5.17284116670311	0.132430479191875	1.51995817529681	0.531060277442376	0.601480659377368	0.914932791765026	-5.84692055926605	NA	NA	NA	NA	NA	NA	NA	NA
CNOT1	NA	NA	0.0298335285408307	7.63083253831627	0.118494706288209	0.907430770887125	0.99570598424556	-6.65242009568926	0.25069269578464	6.76445677029134	2.39498605759708	0.0269943325955964	0.371516868215677	-3.87611115576812	NA	NA	NA	NA	NA	NA	NA	NA
CNOT10	NA	NA	-0.364034289211444	2.80940065312004	-0.654286715514111	0.523980506013761	0.979501563073535	-6.10054054436558	0.166355990418898	4.00863237227599	0.464777318306384	0.647330198092789	0.926926277890253	-6.28366469856329	NA	NA	NA	NA	NA	NA	NA	NA
CNOT11	NA	NA	0.000948725501546122	4.08833121153819	0.00310905063966988	0.997565076370687	0.999388912032036	-6.44787441171126	0.287011715192779	4.6616713435628	3.01671068153021	0.00704805253973967	0.212020724466173	-2.65253171938764	NA	NA	NA	NA	NA	NA	NA	NA
CNOT2	NA	NA	-0.143991652984408	4.82267566511144	-0.47754949299559	0.640653977332431	0.992106992324696	-6.45480448277677	0.0108800564090759	4.62210737146951	0.0943037436785659	0.925847275951806	0.988079005453978	-6.44669571307029	NA	NA	NA	NA	NA	NA	NA	NA
CNOT3	NA	NA	0.048145289178005	4.53094008040324	0.13007085818403	0.898439563005439	0.99416201784174	-6.51923240034867	0.283212219185345	4.35514069040798	1.99584486652054	0.060367228827093	0.484800351223834	-4.57994635500075	NA	NA	NA	NA	NA	NA	NA	NA
CNOT4	NA	NA	0.0237556298370221	4.43801431065147	0.0765013068560614	0.940148887262952	0.996475322049385	-6.51886940099058	0.19946242900788	3.32508147553645	1.43433399622094	0.167600529556986	0.676659681980429	-5.30646488389953	NA	NA	NA	NA	NA	NA	NA	NA
CNOT6	NA	NA	0.314623932686056	5.07428999510636	0.760188777222354	0.460287392539117	0.969930597975621	-6.29461375484336	0.276430655245105	5.24939799874212	1.00075317856524	0.329420333745583	0.807279091521438	-5.97326042232808	NA	NA	NA	NA	NA	NA	NA	NA
CNOT6L	NA	NA	-0.33161788846346	6.18733631152703	-1.21667746975238	0.2446894380108	0.88150133580608	-5.9018848891356	-0.233504126526273	5.95000279162988	-0.801415233814951	0.43272005067019	0.850067137164519	-6.14364249912558	NA	NA	NA	NA	NA	NA	NA	NA
CNOT7	NA	NA	0.366413782193927	2.86957692235054	0.742014480511755	0.470864661054043	0.973210993571197	-5.96291340058464	0.263506572331496	3.11315766707432	1.81084385488245	0.0858775390311561	0.549821990132482	-4.74403765790069	NA	NA	NA	NA	NA	NA	NA	NA
CNOT8	NA	NA	-0.0307088350339955	5.07449317330201	-0.109290626570141	0.914589104275715	0.99570598424556	-6.58603074899224	0.0970420541056232	5.4939908916448	0.888545175173668	0.385268985138359	0.830399279815982	-6.07921975666419	NA	NA	NA	NA	NA	NA	NA	NA
CNOT9	NA	NA	0.0554043532507063	5.48458085167646	0.212326747917119	0.835042716230062	0.992106992324696	-6.58940916959086	0.218762752546657	4.93215407307974	1.71112397200591	0.103202920695554	0.584083699166699	-5.06697657181279	NA	NA	NA	NA	NA	NA	NA	NA
CNP	NA	NA	-0.468873298440347	5.56066308306375	-1.09674652047646	0.29204006011052	0.906246016517613	-5.9719495674317	-0.196689545867036	6.8580968071675	-0.748925005476017	0.462999884904783	0.860938695994769	-6.15345718565781	NA	NA	NA	NA	NA	NA	NA	NA
CNPPD1	NA	NA	0.0335707440540221	6.97912029892321	0.117506329096582	0.908199076181277	0.99570598424556	-6.65210611734099	-0.037160197948289	6.27343449576937	-0.187137491551055	0.853520588728935	0.975905183299237	-6.44377812738653	NA	NA	NA	NA	NA	NA	NA	NA
CNPY2	NA	NA	1.0954326254179	3.44848327014351	2.51850624316968	0.0251882123701621	0.486436071692235	-3.6136031740855	0.370196806168404	4.38110450575855	1.22938526279604	0.23381418238586	0.747756529752325	-5.683431566729	NA	NA	NA	NA	NA	NA	NA	NA
CNPY3	NA	NA	0.345856915328335	4.86832994241004	1.1313790224545	0.277705686402145	0.896385673206281	-5.91539670273255	0.66905279685751	5.32511216599438	2.79847023973902	0.0114013741224759	0.255927321147288	-3.11254706586652	NA	NA	NA	NA	NA	NA	NA	NA
CNRIP1	NA	NA	-0.289536597311535	4.86206691783602	-0.878340177114543	0.395210949355546	0.956753422984165	-6.14968758569334	-0.353368488465048	5.15753456236321	-1.45638042264791	0.16148286237473	0.671940799693991	-5.44231974630759	NA	NA	NA	NA	NA	NA	NA	NA
CNST	NA	NA	-0.0327945956236646	1.85346419387528	-0.044664357487869	0.965032525563616	0.997487011373198	-6.08063415695927	-0.151949100943515	3.0716174829888	-0.837111421390949	0.412851755372616	0.841908460252033	-5.92545703111228	NA	NA	NA	NA	NA	NA	NA	NA
CNTFR	NA	NA	0.400553758689282	-1.47643652044919	0.281366926132106	0.782720075091434	0.992106992324696	-5.39086047763642	-0.52450291658965	-0.131865706967469	-1.71998939423534	0.101549320220335	0.581524562459611	-4.38765372542386	NA	NA	NA	NA	NA	NA	NA	NA
CNTN1	NA	NA	1.55476383955488	-0.833959760793538	1.25758777966528	0.229981886883368	0.873197688021305	-4.82581891222794	-0.445082745830902	0.763399302110981	-1.38106565478927	0.18315839375269	0.699618523092926	-4.96501456197226	NA	NA	NA	NA	NA	NA	NA	NA
CNTNAP2	NA	NA	-1.24549526245088	-0.05667609233908	-1.44076287740497	0.172571095818525	0.818726791846802	-4.79934801177763	-0.443331114841347	0.629006516314183	-0.799256317593302	0.43394059253215	0.850067137164519	-5.58569236112352	NA	NA	NA	NA	NA	NA	NA	NA
CNTRL	NA	NA	-0.435593026373834	4.11156496145208	-1.03505761052462	0.318931655453769	0.920821418129947	-5.98742533289335	-0.567309007551307	4.23920714110727	-2.37925320418611	0.0278923787048465	0.37759373085332	-3.8827828896522	NA	NA	NA	NA	NA	NA	NA	NA
COASY	NA	NA	0.331305657121805	4.47818730322032	0.813218742349581	0.430282662325452	0.964243448569144	-6.14219032049149	-0.00294841518436684	4.60326261079843	-0.0147121980476496	0.988413932596867	0.997630598555266	-6.45235847044011	NA	NA	NA	NA	NA	NA	NA	NA
COBLL1	NA	NA	-0.272364135230374	8.02283642882235	-0.700764528504978	0.495419715445938	0.979279900746394	-6.40157385028713	0.330953243202591	7.37554951581407	1.55390125842883	0.136573474182227	0.632710050055769	-5.25015650253011	NA	NA	NA	NA	NA	NA	NA	NA
COG1	NA	NA	0.0127249335837396	5.13792863554117	0.0434945034180052	0.965947769048286	0.997523692733514	-6.58322863159234	0.16095223469346	4.71595400505268	1.21781341582464	0.238082982046675	0.751317628234324	-5.7240857473209	NA	NA	NA	NA	NA	NA	NA	NA
COG2	NA	NA	-0.250774190200052	5.10387142467379	-0.932856234572386	0.367372453696626	0.948144549171205	-6.1288109309365	0.214416692674392	5.20782194595743	1.64199338820007	0.116906150299857	0.603819847880187	-5.1796071778352	NA	NA	NA	NA	NA	NA	NA	NA
COG3	NA	NA	-0.48873201051682	4.98771721124883	-1.782889819251	0.0972246218456331	0.724571507031954	-5.07433080803131	-0.146812715393466	4.51640320677761	-1.12946538412686	0.272646707646813	0.772249757227079	-5.81581878117177	NA	NA	NA	NA	NA	NA	NA	NA
COG4	NA	NA	-0.276337034046152	6.44369314996042	-0.653932778380703	0.52420156693049	0.979501563073535	-6.43015931989182	-0.0964663940499788	5.98123486183247	-0.955964218547536	0.350999568568258	0.810573655626266	-6.01167853026586	NA	NA	NA	NA	NA	NA	NA	NA
COG5	NA	NA	0.0551323483135064	4.06939286847238	0.161539288304182	0.8740750194272	0.992106992324696	-6.46813780005612	0.0182507944819874	3.61369682683023	0.131201898244619	0.896983688146128	0.982494998378503	-6.34295029604607	NA	NA	NA	NA	NA	NA	NA	NA
COG6	NA	NA	0.0942121959675561	4.06700841248041	0.250550353488575	0.805956276399595	0.992106992324696	-6.42226713552164	0.0557903407894784	4.18184672624525	0.344358606964188	0.734328052803897	0.951337837886315	-6.35028535830744	NA	NA	NA	NA	NA	NA	NA	NA
COG7	NA	NA	-0.449643945748544	4.93131790598057	-0.905914763539812	0.380956130307327	0.952040050906364	-6.17681146924177	-0.125311099943572	4.63547345275737	-1.0609441499817	0.301908765985647	0.790143089891833	-5.8897337173527	NA	NA	NA	NA	NA	NA	NA	NA
COG8	NA	NA	-0.382769112571477	2.71661913281929	-0.782241429460247	0.447653780679607	0.966442402235413	-5.88864597001861	0.0259428831680517	2.47616350798815	0.137357648365796	0.892181519531836	0.981753473704565	-6.16036504720873	NA	NA	NA	NA	NA	NA	NA	NA
COIL	NA	NA	-0.441408793880326	3.60899101305987	-1.28526507167571	0.220435146044769	0.86420038264177	-5.53989834616144	-0.22788839036127	3.5547750091469	-1.44356873432878	0.165015460224778	0.673880764076257	-5.33322539682809	NA	NA	NA	NA	NA	NA	NA	NA
COL12A1	NA	NA	0.825654167755668	4.51086186840383	1.99408602597498	0.0668661590856945	0.669697370820356	-4.70534278049004	-0.234699622451574	4.16126320254575	-0.696326455326389	0.494587290250882	0.872938380788543	-6.18055876419007	NA	NA	NA	NA	NA	NA	NA	NA
COL13A1	NA	NA	-0.892531070191377	-0.986620306884862	-0.631840543034582	0.538104741533304	0.980398028111502	-5.26882602154184	-0.442894862682045	0.154527061088668	-0.741121228071236	0.467608395526851	0.862591941179597	-5.44356626361163	NA	NA	NA	NA	NA	NA	NA	NA
COL16A1	NA	NA	0.774453596256574	2.4762016609702	1.53719767105676	0.147479131612789	0.796696416741213	-5.03549369692041	-0.317674718429621	2.86654372435287	-1.0902466641249	0.28912892480061	0.782817920037074	-5.66764447940911	NA	NA	NA	NA	NA	NA	NA	NA
COL17A1	NA	NA	0.54801325039676	1.3315565948379	0.619492357104502	0.545964862200766	0.983256600121985	-5.73407041945247	0.673476286741083	2.59190736412357	1.12225945388356	0.27562198591804	0.775278922392154	-5.65705668060969	NA	NA	NA	NA	NA	NA	NA	NA
COL18A1	NA	NA	0.139021675701802	6.62694800848299	0.459555713124485	0.6531901769654	0.992106992324696	-6.54217634849204	-0.139804775790466	6.70650478150179	-0.415294023701334	0.682541198188256	0.937899593856176	-6.35338695488652	NA	NA	NA	NA	NA	NA	NA	NA
COL1A1	NA	NA	1.56121984107236	7.23674423592622	2.63178262047224	0.0202751343497815	0.460113253959026	-3.71578406854354	-0.604755821852828	5.3374656412947	-1.16748279377266	0.257342046334307	0.766632330229797	-5.79757543010182	NA	NA	NA	NA	NA	NA	NA	NA
COL1A2	NA	NA	1.89146866021786	6.44852609159719	3.20078306459921	0.00671385967442687	0.31935311118731	-2.64340408577808	-0.477263348367003	4.52811160381927	-1.08510299801691	0.291343358093955	0.784192683456954	-5.87802279879777	NA	NA	NA	NA	NA	NA	NA	NA
COL22A1	NA	NA	-1.04722985550967	3.51595987899021	-1.28984182849336	0.218887408716679	0.86420038264177	-5.55728551377759	-0.264938626806293	2.892778469753	-0.31720211481755	0.754521385272874	0.95628566659971	-6.24712703478215	NA	NA	NA	NA	NA	NA	NA	NA
COL27A1	NA	NA	0.888960713667438	-0.426383996151572	1.048759246387	0.312807281255125	0.916058436611547	-5.04146836764581	-0.455982500999602	1.03107156301639	-1.35868027192922	0.190032414512719	0.707464343016882	-5.05472848194459	NA	NA	NA	NA	NA	NA	NA	NA
COL3A1	NA	NA	2.06353063020587	8.62386860382549	3.37098294783323	0.00481574153425192	0.292633451744381	-2.32407018778832	-0.919715729958769	6.74937042069255	-1.23510673023846	0.231725311124824	0.747268818959182	-5.66568445013118	NA	NA	NA	NA	NA	NA	NA	NA
COL4A1	NA	NA	1.44622823944679	4.05833629087821	3.36800496209188	0.00484380722914973	0.292633451744381	-2.19682700270381	0.0142868516283556	3.83913969451712	0.0507118291411102	0.9600801933148	0.991833149812147	-6.39385980802706	NA	NA	NA	NA	NA	NA	NA	NA
COL4A2	NA	NA	1.85550907835662	3.78880834362927	3.11838049221903	0.00788568698389743	0.334068970553071	-2.58591115354988	0.11203954232788	3.38964494630047	0.436761147604865	0.667167877019816	0.933292654420874	-6.23327886049065	NA	NA	NA	NA	NA	NA	NA	NA
COL4A3	NA	NA	0.794933393863586	1.00010757109573	1.0598926871231	0.307894759204382	0.913619424420477	-5.59231489376117	-0.0373255425668901	2.4748692906653	-0.127189282800745	0.900116181488747	0.982629149308391	-6.20552414979979	NA	NA	NA	NA	NA	NA	NA	NA
COL4A4	NA	NA	0.327622572259806	2.43307239893866	0.503190680974557	0.622986357914948	0.992106992324696	-6.08636687267388	-0.0270953587514682	2.52772979815555	-0.0890194825554133	0.929990509945471	0.988930212748601	-6.19852745145838	NA	NA	NA	NA	NA	NA	NA	NA
COL4A5	NA	NA	1.21381437156115	4.72387592706444	2.99421507931312	0.0100463439977064	0.364736023681094	-2.97128669592962	-0.022190702700879	4.29548139453484	-0.0884663091894023	0.930424357575645	0.989167077071912	-6.43302468196537	NA	NA	NA	NA	NA	NA	NA	NA
COL4A6	NA	NA	0.655449744951094	4.92941546025639	2.05511852491029	0.0598683631105882	0.655656913282056	-4.64920451703688	-0.213302420548771	5.10624077903115	-0.976905069111943	0.34079236259132	0.810310839465339	-5.99548418597606	NA	NA	NA	NA	NA	NA	NA	NA
COL5A1	NA	NA	1.10168983437068	4.9915230201599	2.77771624477565	0.0152997063161654	0.418706140989439	-3.37249113478093	-0.413017775500683	4.48180446859048	-1.607249206288	0.124357228135138	0.618526803064624	-5.20456068609749	NA	NA	NA	NA	NA	NA	NA	NA
COL5A2	NA	NA	0.950655610129666	3.83757932478714	2.35564389610032	0.034302439109909	0.548338078087667	-4.03552391799619	-0.368922358443112	3.59130952810421	-1.59578847391834	0.126901196209275	0.621204600575319	-5.13526637721156	NA	NA	NA	NA	NA	NA	NA	NA
COL5A3	NA	NA	-0.0445141581391812	3.02461119748628	-0.0914727828549826	0.928468070942964	0.996475322049385	-6.19749719390021	-0.612934847129577	3.24794572646021	-1.55280043697603	0.136835739874938	0.633315125764987	-5.12412094369352	NA	NA	NA	NA	NA	NA	NA	NA
COL6A1	NA	NA	1.34965718309051	5.40402525249536	3.42807843329262	0.00430818586654288	0.274610071795687	-2.16872287397864	-0.640640085184622	3.73778056336345	-1.99570850790908	0.0603832294207673	0.484800351223834	-4.53369247617759	NA	NA	NA	NA	NA	NA	NA	NA
COL6A2	NA	NA	1.30386281247456	5.75501938207122	3.23357761590191	0.00629739448321529	0.309863065461018	-2.56615386894949	-0.493589567316254	4.49821109569716	-1.47486606865045	0.156494674865644	0.665402078074868	-5.39829903075887	NA	NA	NA	NA	NA	NA	NA	NA
COL6A3	NA	NA	1.37073296001639	5.4496306581477	3.65131187820017	0.00279025082843747	0.222318338873124	-1.75040664380007	-0.294147862598922	4.73360541286439	-1.20368859449542	0.243373765256824	0.756434806465912	-5.74756667328513	NA	NA	NA	NA	NA	NA	NA	NA
COL8A2	NA	NA	-0.597452852418986	1.86692597640119	-1.10358378305432	0.28916697646932	0.905257518333638	-5.32657100128201	-0.236533984699414	2.28441273250485	-0.959932314217663	0.349049482419362	0.810360154778805	-5.6916386599133	NA	NA	NA	NA	NA	NA	NA	NA
COLEC10	NA	NA	0.133161586092899	3.33312644542961	0.307361517057148	0.763285419214461	0.992106992324696	-6.26799108684788	-0.425471093966872	2.86222601149003	-1.40103838197147	0.177194485678273	0.689057834228822	-5.29210313814303	NA	NA	NA	NA	NA	NA	NA	NA
COLEC11	NA	NA	-0.000624964780931325	4.36942214670085	-0.00132666892197348	0.998960987627899	0.999718900585231	-6.42317176740545	0.0778844688783735	5.23070580888053	0.323459150703815	0.74985199100237	0.955000801531657	-6.41878861958731	NA	NA	NA	NA	NA	NA	NA	NA
COLEC12	NA	NA	1.67663899068779	0.231660567210643	1.83319281137366	0.0890417266029174	0.70699721351314	-4.33483278808803	-0.279119394587971	0.428235226229288	-0.532074409254846	0.60079156299624	0.914342110680074	-5.68567302106304	NA	NA	NA	NA	NA	NA	NA	NA
COLGALT1	NA	NA	1.33165747158147	3.69747525546659	3.26109897037253	0.00596790075779157	0.305513107840991	-2.30947492284497	0.709522967745119	3.58994096306808	2.21982889942234	0.0386905686816248	0.417962977656704	-4.10332631162368	NA	NA	NA	NA	NA	NA	NA	NA
COLGALT2	NA	NA	-1.33043241134427	-1.31955793010933	-0.950221079682901	0.358797507742701	0.944407529031812	-5.06583607194118	-0.561620078997494	0.235473821956921	-0.921269668692391	0.368366920545716	0.818883645148128	-5.3513816942762	NA	NA	NA	NA	NA	NA	NA	NA
COLQ	NA	NA	0.613491015809933	-0.391720127020932	0.564843379622777	0.581498471946181	0.989172142930853	-5.39397264748161	0.853642643186645	1.38692283864523	1.9799634453195	0.0622564820581035	0.489337305327065	-4.21490028755839	NA	NA	NA	NA	NA	NA	NA	NA
COMMD1	NA	NA	0.144014302002117	3.27768126075026	0.415336831756941	0.68445842110718	0.992106992324696	-6.16688012092291	-0.0647761025920301	4.12939672448442	-0.328698710017463	0.745949494893324	0.954401123950334	-6.34939199336904	NA	NA	NA	NA	NA	NA	NA	NA
COMMD10	NA	NA	-0.400219266791526	1.26619791598779	-0.372397403576091	0.715411028211805	0.992106992324696	-5.68458629103087	0.0557503557932373	2.69595497898879	0.31232413652847	0.758168384541697	0.957162940525642	-6.15916005037814	NA	NA	NA	NA	NA	NA	NA	NA
COMMD2	NA	NA	-0.361338302929865	1.73063391526115	-0.610612901534074	0.551656012738489	0.984998541772303	-5.71195797956556	-0.0939642768790607	2.96413441543815	-0.579183282412327	0.569214251282318	0.903169968142401	-6.08173405167037	NA	NA	NA	NA	NA	NA	NA	NA
COMMD3	NA	NA	-0.42815252979582	1.22747299876566	-0.429571973886501	0.674322799798267	0.992106992324696	-5.69973357914683	0.330699780365747	4.3480848176137	0.70013953547273	0.492256234387861	0.872029939675665	-6.18450505729127	NA	NA	NA	NA	NA	NA	NA	NA
