Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	HC_Lake_FC_08	HC_Lake_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
ABCB7	NA	NA	-0.39658572874745	5.77457697413341	-1.64218833404848	0.123762528697137	0.760462175800198	-5.3286449874091	-0.278286092138584	5.19854308172972	-2.314892723592	0.0318629403253988	0.396510399327652	-4.05280859737791	NA	NA	NA	NA	NA	NA	NA	NA
ABCC10	NA	NA	-0.276217891294196	0.383699867899082	-0.294833027777731	0.772632418883577	0.992106992324696	-5.59375345541031	-0.256234412993985	1.64324930051338	-1.0953483219588	0.28694469587668	0.781731617189239	-5.44476718736079	NA	NA	NA	NA	NA	NA	NA	NA
ABCC2	NA	NA	-0.438260672824127	8.8698352578569	-1.41027344933443	0.181211244075573	0.833270518079516	-5.6666155481036	-0.162546366209375	7.75995387608865	-1.10129330613224	0.284414608795762	0.781226112682281	-5.79518962125974	NA	NA	NA	NA	NA	NA	NA	NA
ABCC3	NA	NA	1.1783168070812	3.38424467497379	2.36214063999614	0.0338851849392752	0.548229873339234	-3.99508961898485	-0.207032176638514	3.39552025981633	-0.874882367234031	0.392475036460378	0.833893882679582	-5.95246747172679	NA	NA	NA	NA	NA	NA	NA	NA
ABCC4	NA	NA	-0.985769790348331	-0.369455245130348	-1.03522422849307	0.318856658064551	0.920821418129947	-5.14302972991692	-0.192176794518214	0.729929629670368	-0.493154425896924	0.627509109991564	0.922044731027724	-5.70530247084725	NA	NA	NA	NA	NA	NA	NA	NA
ABCC5	NA	NA	0.0503389673774173	8.56694293500102	0.0947844958406368	0.925886477710837	0.996475322049385	-6.64867259883511	0.665030341825525	7.81882227199321	1.86237272714141	0.0779610198626756	0.531365440365814	-4.76292624067704	NA	NA	NA	NA	NA	NA	NA	NA
ABCC6	NA	NA	-0.661337477500268	6.88882674037507	-1.95230012546759	0.0720816529258611	0.676715094218078	-4.88612261576138	-0.468244073689552	7.00085780853832	-2.00941009363399	0.0587942946665494	0.483728886164752	-4.55509137196311	NA	NA	NA	NA	NA	NA	NA	NA
ABCC8	NA	NA	0.175307567432152	2.67807694962571	0.304882137311774	0.765132186365653	0.992106992324696	-6.29042397839897	-0.121745409447668	3.11867695518159	-0.374937498055833	0.711825721942368	0.945080321070347	-6.22508324854271	NA	NA	NA	NA	NA	NA	NA	NA
ABCC9	NA	NA	0.282620141910116	1.14898113342793	0.432377697677142	0.672332756710334	0.992106992324696	-5.89818921156347	-0.194280115804355	1.48930832369021	-0.593143276325764	0.560023522363446	0.899339361414376	-5.82340440665563	NA	NA	NA	NA	NA	NA	NA	NA
ABCD1	NA	NA	-0.629135586881696	5.89100172932867	-2.19632002760011	0.046195379406609	0.607287625867509	-4.45853830660666	0.000143719395661712	5.44087809995322	0.000764984468811121	0.999397540931196	0.999734145444705	-6.47699685188524	NA	NA	NA	NA	NA	NA	NA	NA
