Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	EH_FC_08	EH_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
AASDHPPT	NA	NA	0.0500793838539098	1.05335867655223	0.0548569480976492	0.95706060104346	0.997365814341137	-5.30193396099206	-0.0809781513950829	1.91072186029985	-0.327141474995023	0.747108615704376	0.998289299373134	-5.62539734462446	NA	NA	NA	NA	NA	NA	NA	NA
AASS	NA	NA	0.345908476424127	6.29052923104034	1.02626351309469	0.32290829660329	0.957895029033551	-5.70715457431158	0.0310643112478548	6.43923029880452	0.186684207238504	0.853871074779685	0.999415040137855	-6.01840713801447	NA	NA	NA	NA	NA	NA	NA	NA
AATF	NA	NA	0.449888970771754	5.26136465625409	1.07252736981948	0.302389038513531	0.957895029033551	-5.61560947185513	-0.138590021997387	4.84200333584995	-0.626572715435697	0.538335116810326	0.989599798649865	-5.8592687231817	NA	NA	NA	NA	NA	NA	NA	NA
ABAT	NA	NA	0.420577932706631	4.65019388697444	0.556552185117699	0.586993464345436	0.982969480925243	-5.94140825399213	0.425625377270139	3.42618917749583	1.19885715969201	0.245203828789537	0.982976659628235	-5.26429701295037	NA	NA	NA	NA	NA	NA	NA	NA
ABCA1	NA	NA	0.101382660402378	7.52050169180716	0.341716018495824	0.737855622067415	0.990746152188394	-6.19241302127588	-0.00577698835627238	7.24639816557047	-0.0345364277500549	0.972806722487309	0.999415040137855	-5.99801430863339	NA	NA	NA	NA	NA	NA	NA	NA
ABCA2	NA	NA	0.133413554397884	6.73822303556661	0.25791232221672	0.800386896704697	0.992031711261414	-6.21316918732457	0.0088744307855535	6.60445783262977	0.0181461402464895	0.985709936514398	0.999415040137855	-6.01999633280738	NA	NA	NA	NA	NA	NA	NA	NA
ABCA3	NA	NA	-0.144396828913944	3.31294642357844	-0.191357040881248	0.851110324638236	0.992725126850378	-5.99191890453947	-0.00594852779398281	2.04867984662095	-0.0161000064340719	0.987321108621963	0.999415040137855	-5.76484137980695	NA	NA	NA	NA	NA	NA	NA	NA
ABCA5	NA	NA	-1.67266602187518	1.92187936353895	-2.08091286121078	0.0571192132311788	0.957895029033551	-3.84674245074624	-0.0619802931651527	3.34672342074509	-0.255529603169909	0.801037614123288	0.999415040137855	-5.88179517368705	NA	NA	NA	NA	NA	NA	NA	NA
ABCB1	NA	NA	-0.231186572211006	6.48338673053896	-0.396868355892389	0.697703016420953	0.989957438143081	-6.15126169639291	0.350045642473037	5.1670122520541	0.792446315332467	0.437804678483551	0.98946208039976	-5.75179996581195	NA	NA	NA	NA	NA	NA	NA	NA
ABCB10	NA	NA	-0.193153689343607	4.62895854648898	-0.438430228962353	0.668048542396303	0.985319085960405	-5.98387666660527	-0.0778981450188052	5.31411535188369	-0.506794552600813	0.618082717846048	0.99559604884832	-5.93297214206704	NA	NA	NA	NA	NA	NA	NA	NA
ABCB11	NA	NA	0.0319981031639358	8.50351246879954	0.0828111634385097	0.935223993207872	0.997148118818664	-6.24420672019581	0.0983967818376854	8.32387198543597	0.545821576649141	0.591488675596734	0.995223205246671	-5.80204045933594	NA	NA	NA	NA	NA	NA	NA	NA
ABCB6	NA	NA	-0.116260030590332	4.78647177132883	-0.313464211445433	0.758746240895965	0.992031711261414	-6.06187686104114	-0.047997098575463	4.91112218686354	-0.228798448059108	0.821450364392342	0.999415040137855	-6.02740096931541	NA	NA	NA	NA	NA	NA	NA	NA
